representants_id;denomination_affiliation;identifiant_national_affiliation;type_identifiant_national_affiliation
1217;UNION INDUSTR MATIERS METAL EN BRETAGNE;441023751;SIREN
1218;CONFE FRANC COMME GROS INTER COMME INTER;784669152;SIREN
1220;SYNTEC INGENIERIE;384718839;SIREN
1220;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1222;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1224;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1224;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
1227;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1228;ORDRE DES AVOCATS A LA COUR DE PARIS;302979075;SIREN
1229;UNION NATIONALE DES ASSOCIATIONS AGREEES DU SYSTEME DE SANTE;481370039;SIREN
1229;UNION NATIONALE ASSOCIAT FAMILIALES;784411902;SIREN
1230;JEUNES AGRICULTEURS GRAND EST;528510993;SIREN
1233;FEDERATION NAT AVIATION MARCHANDE;394382089;SIREN
1234;JEUNES AGRICULTEURS NOUVELLE AQUITAINE;490290400;SIREN
1235;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
1235;TECH'IN FRANCE;489305367;SIREN
1235;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1235;SYNTEC NUMERIQUE;384719001;SIREN
1237;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1238;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
1238;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1238;ASSOCIATION DES GRANDS UTILISATEURS DE RESEAUX RADIO D'EXPLOITATION (AGURRE);W932004303;RNA
1238;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1238;CHAMBRE COMMERCE & INDUSTRIE PAU BEARN;186400024;SIREN
1238;GROUP ETUDE SECURITE INDUSTRI PETROLIERE;316853514;SIREN
1238;INSTITUT MONTAIGNE;444920318;SIREN
1238;OBSERVATOIRE NATIONAL DT DICT;534752704;SIREN
1238;UPRIGAZ(UNION PROF.INDUSTRIES PRIV. GAZ);429801665;SIREN
1238;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1238;MEDEF BEARN ET SOULE;782357065;SIREN
1240;COSMOS MAISON DU SPORT FRANCAIS;490684206;SIREN
1244;FEDERATION DES ENTREPRISES DES OUTRE-MER;393411855;SIREN
1244;CCI FRANCE;187500020;SIREN
1244;EURODOM;379373152;SIREN
1247;CONFED NAT ARTISAN DES METIER ET SERVICE;784409211;SIREN
1248;SYNTEC NUMERIQUE;384719001;SIREN
1248;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;HATVP
1250;JEUNES AGRICULTEURS;784853970;SIREN
1250;ASS DEP AMENAG STRUCTURE EXPL AGRICOLE;340601178;SIREN
1250;AGRICULTEURS FRANCAIS ET DEVELOPPEMENT INTERNATIONAL DU DEPARTEMENT DU GERS;499000065;SIREN
1251;ASS EUROPEEN VEHICULE ELECTRIQ ROUTIERS;381166792;SIREN
1251;TRANSPARENCY INTERNATIONAL FRANCE;425138393;SIREN
1251;SYNTEC NUMERIQUE;384719001;SIREN
1251;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1251;TECH'IN FRANCE;489305367;SIREN
1251;ASSOC FONDATION INTERNET NOUVEL. GENERAT;432401628;SIREN
1251;COMMISSION NATIONALE DE L'INFORMATIQUE ET DES LIBERTES;110000122;SIREN
1251;RENAISSANCE NUMERIQUE;501629232;SIREN
1252;FEDERATION DES INDUSTRIES MECANIQUES;775671688;SIREN
1253;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
1255;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1255;CGPME COMMUNICATION;438965352;SIREN
1256;JEUNES AGRICULTEURS BOURGOGNE FRANCHE-COMTE;430005942;SIREN
1257;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1257;UNION INDUSTRIES METALLURGIQUES MINIERES;784717191;SIREN
1257;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1257;A I M C C;784602245;SIREN
1259;FEDERATION FRANCAISE DE L ASSURANCE (FFA);784409013;SIREN
1260;BASE;H467201901;HATVP
1262;GPT INDUST CONSTRUCTION ARMEMENTS NAVALS;390395556;SIREN
1263;ASSOC FONDATION INTERNET NOUVEL. GENERAT;432401628;SIREN
1263;OPEN DATA FRANCE;800534521;SIREN
1265;UNION NATIO DES LOCATAIRES INDEPENDANTS;424392819;SIREN
1268;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1269;REVIPAC;390766343;SIREN
1269;MOUVEMENT DE L INTERSECTEUR PAPIER CARTON;820154060;SIREN
1269;CONSEIL NATIONAL DE L'EMBALLAGE;415136787;SIREN
1269;LES PRODUCTEURS DE LEGUMES DE FRANCE;304154198;SIREN
1269;GALIA;332173665;SIREN
1271;CONFED GENERALE PETITES MOYENNES ENTREPR;316809367;SIREN
1272;FEDERATION FRANÇAISE DES ASSOCIATIONS D'ACTIONNAIRES SALARIES ET ANCIENS SALARIES (FAS);H000000004;HATVP
1273;GROUPEMENT DES PROFESSIONNELS DES CERTIFICATS D'ECONOMIES D'ENERGIE (GPC2E);W133019766;RNA
1273;ASSOCIAT TECHNIQUE ENERGIE ENVIRONNEMENT;315062786;SIREN
1275;JEUNES AGRICULTEURS CORSE;799365291;SIREN
1276;GROUPEMENT DES PROFESSIONNELS DES METIERS DE L'AERIEN GPMA;W751187965;RNA
1276;UNION FRANÇAISE DE L'EXPRESS;W952008441;RNA
1276;BAR FRANCE - BOARD OF AIRLINES REPRESENTATIVES FRANCE;W751012547;RNA
1277;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
1277;CENTRE NATIONAL DES PROFESSIONS DE SANTE CNPS;W751032258;RNA
1277;UNION NATIONALE DES PROFESSIONNELS DE SANTE;499631315;SIREN
1278;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1282;JEUNES AGRICULTEURS PACA;404486078;SIREN
1283;FRSEA NORD PAS DE CALAIS PICARDIE;820024305;SIREN
1283;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1285;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
1285;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1285;UNION PATRONALE DEPARMENTALE - MEDEF PARIS;398327098;SIREN
1286;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE REGION AUVERGNE - RHONE-ALPES;130022692;SIREN
1286;CCI FRANCE;187500020;SIREN
1288;FAMILLES RURALES FEDERATION NATIONALE;784672792;SIREN
1290;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1293;CENTRE NAT INTERPRO ECONOMIE LAITIERE;300817954;SIREN
1293;INTERBEV;378355929;SIREN
1293;ASS INTERPROF DES FRUITS & LEGUMES FRAIS;308647395;SIREN
1293;VIVEA;440656247;SIREN
1294;ASSOCIATION DES FOURNISSEURS DE TABACS A FUMER;821297355;SIREN
1295;GROUP NAT INTERPRO SEMEN PLANT;775657398;SIREN
1295;INTEREL;352280416;SIREN
1298;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1299;UNION APNM;H881356278;HATVP
1303;UNION METIERS & INDUSTRIES HOTELLERIE;784357857;SIREN
1303;GROUPEMENT DES PROFESSIONS DE SERVICES;477942114;SIREN
1304;SYND NAT DE LA RESTAURATION COLLECTIVE;422475962;SIREN
1306;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1307;NEXEM;817664659;SIREN
1307;UNION NAT ASSOCIAT TOURISME;775685134;SIREN
1307;COMITE NATIONAL DE SOLIDARITE LAIQUE;339797920;SIREN
1307;CONSEIL NAL DES EMPLOYEURS ASSOCIATIFS;483326518;SIREN
1308;ASSOCIATION FRANÇAISE DES ETABLISSEMENTS DE PAIEMENT ET DE MONNAIE ELECTRONIQUE (AFEPAME);W751206904;RNA
1308;L'ASSOCIATION DE L'ECONOMIE NUMERIQUE;322387945;SIREN
1309;UNION DES ENTREPRISES DE PROXIMITE;349681098;SIREN
1310;FEDERAT NAT COMM EXTER PRODUIT ALIMENT;784668659;SIREN
1310;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1311;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1311;AFIPA;451446553;SIREN
1311;SYND INDUST MEDICAM VETERIN REACTIF;423203645;SIREN
1312;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
1313;MEDEF HAUTS DE SEINE;308290519;SIREN
1313;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
1314;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1315;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
1315;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1316;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1316;MEDEF RHONE ALPES;300986403;SIREN
1317;CONSEIL DU COMMERCE DE FRANCE;784856528;SIREN
1317;ASS VAL'HOR;431985183;SIREN
1320;EURELECTRIC;418665626;SIREN
1321;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1321;FESAC;484376678;SIREN
1321;ASS DEVELOPP EQUITABLE MUSIQUE LIGNE;481417681;SIREN
1322;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1324;MEDEF ANJOU;786119057;SIREN
1324;MEDEF DU PAYS CHOLETAIS;786151654;SIREN
1324;UNION DEPT DES PME DU MAINE ET LOIRE;410551550;SIREN
1326;JEUNES AGRICULTEURS NORMANDIE;793313206;SIREN
1328;FEDERATION NATIONALE PUBLICITE;784857088;SIREN
1328;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1329;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
1329;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
1329;AVENIR TRANSPORTS;439476250;SIREN
1329;UNION DES PORTS DE FRANCE;319617635;SIREN
1329;INNOVATIONS BLEUES;807610027;SIREN
1330;ASS FRANCAISE DE LA GESTION FINANCIERE;784362584;SIREN
1330;PARIS EUROPLACE;393769252;SIREN
1331;FRANCE DIGITALE;791772445;SIREN
1333;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1333;CHAMBRE DE COMMERCE INTERNATIONALE;784357337;SIREN
1333;CLUB DES TRENTE ASSOCIATION DE DIRIGEANTS FINANCIERS;W751038123;RNA
1333;AEPL;827898628;SIREN
1333;ASSOCIATION FRANCE QUALITE PERFORMANCE;752394536;SIREN
1333;CLUB INFORMATIQUE GRANDES ENTREPRISES FR;310785985;SIREN
1333;LE CLUB DES JURISTES;504789082;SIREN
1333;DIALOGUE FRANCO-RUSSE;484238522;SIREN
1333;CLIFF INVESTOR RELATIONS;345328587;SIREN
1333;CLUB  DES DIRECTEURS  DE SECURITE DE L ENTREPRISE;485331615;SIREN
1333;COLLEGE DES DIRECTEURS DU DEVELOPPEMENT DURABLE;795312511;SIREN
1333;ASSOCIATION CONFRONTATIONS;387716798;SIREN
1333;MEDEF YVELINES;798066072;SIREN
1333;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
1333;INSTIT FRANC RELATIONS INTERNATIONALES;784308926;SIREN
1333;INSTITUT MONTAIGNE;444920318;SIREN
1333;CAP DIGITAL;489749291;SIREN
1333;THE SHIFT PROJECT;520104035;SIREN
1333;ASSOCIATION NATIONALE DES DIRECTEURS DES RESSOURCES HUMAINES;784414187;SIREN
1333;CDP WOLRDWIDE (Europe) GGMBH;H632103707;HATVP
1334;ATOUT FRANCE AGENCE FRANCAISE DE DEVELOPPEMENT TOURISTIQUE;340709211;SIREN
1334;ASS TOURISME ET HANDICAPS;439418021;SIREN
1334;FRANCE VELO TOURISME;515329514;SIREN
1334;ASS PROF DE SOLIDARITE DU TOURISME;784718983;SIREN
1334;CONSEIL NATIONAL VILLES VILLAGES FLEURIS;352873962;SIREN
1335;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1336;OBSERVATOIRE IMMOBILIER DU SUD OUEST;522800408;SIREN
1336;FEDERATION DES PROMOTEURS IMMOBILIERS DE FRANCE;784312332;SIREN
1338;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1340;ALLIANCE FRANCAISE DES INDUSTRIES DU NUMERIQUE;438608630;SIREN
1340;INSTITUT MONTAIGNE;444920318;SIREN
1340;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
1341;UNION DES MAISONS ET MARQUES DE VIN;434848578;SIREN
1341;ASS FEDERATION EXP VINS SPIRITUEUX FCE;434848776;SIREN
1341;COMITE INTERPROF DU VIN DE CHAMPAGNE;780385829;SIREN
1341;MOUVEMENT DES ENTREPRISES DE FRANCE CHAM;327036554;SIREN
1342;UNION FRANÇAISE DE L'EXPRESS;W952008441;RNA
1342;ARCY;347732976;SIREN
1342;FEDERATION NATIONALE TRANSPORTS ROUTIERS;775671746;SIREN
1342;UNION DES SOCIETES AERONAUTIQUES ET DES INDUSTRIES ASSOCIEES REPRESENTEES EN EUROPE (U.S.A.I.R.E.);W923000138;RNA
1342;ROISSY DEVELOPPEMENT;484496757;SIREN
1342;BOARD OF AIRLINES REPRESENTATIVES FRANCE - B.A.R.-FRANCE;H975607602;HATVP
1342;FEDERATION FRANCAISE CARROSSERIE;784717019;SIREN
1342;FRANCO BRITISH CHAMBER OF COMM & INDUSTR;316331107;SIREN
1343;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1344;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1345;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
1347;MEDEF COTE D'OR;778212621;SIREN
1347;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES DE COTE D'OR;403007610;SIREN
1348;FEDERATION FRANCAIS BATIMENT EURE & LOIR;775103526;SIREN
1349;FEDERATION DES EXPORTATEURS DE VINS ET SPIRITUEUX DE FRANCE;W751042421;RNA
1349;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1349;ASSOCIATION PROFESSIONNELLE DES RESPONSABLES DES RELATIONS AVEC LES POUVOIRS PUBLICS - ARPP;W751074197;RNA
1349;UNION DES MAISONS DE CHAMPAGNE;780428777;SIREN
1349;COMITE INTERPROF DU VIN DE CHAMPAGNE;780385829;SIREN
1349;FEDERATION FRANCAISE DES SPIRITUEUX;438144107;SIREN
1349;Fédération Française des Vins d'Apéritif;418911335;SIREN
1349;BUREAU NATIONAL INTERPR COGNAC;775563455;SIREN
1349;INSTITU LIAISON ETUDES INDUSTR CONSOMM;784671075;SIREN
1349;ASS NATIONALE IND. AGRO ALIMENTAIRES;302664784;SIREN
1349;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
1349;COMITE NAT FR CHAMBRE COMMERCE INTERN;784855520;SIREN
1349;PARIS EUROPLACE;393769252;SIREN
1349;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
1349;UNION DES ANNONCEURS;784669533;SIREN
1349;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1349;AVEC MODERATION;393501812;SIREN
1353;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1353;AMERICAIN CHAMBER OF COMMERC;784357329;SIREN
1353;FRANCE DIGITALE;791772445;SIREN
1354;ASSOCIATION FRANCAISE DES CONSEILS EN LOBBYING ET AFFAIRES PUBLIQUES (AFCL);H000000001;HATVP
1355;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1356;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1356;GROUPE DES FEDERATIONS INDUSTRIELLES;404091621;SIREN
1356;CLIMO;445273188;SIREN
1358;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1358;ASSOCIATION FRANCAISE DU GAZ;784854820;SIREN
1358;ASSOC FR DU GAZ NATUREL POUR VEHICULES;399808237;SIREN
1358;COENOVE;802338681;SIREN
1358;COM'PUBLICS;398995142;SIREN
1359;INSTITUT DE LA GESTION DELEGUEE;407693837;SIREN
1359;FEDERATION PROFESSIONNELLE DES ENTREPRISES DE L EAU;784717068;SIREN
1360;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1360;LABORATOIRES INTERNATIONAUX DE RECHERCHE;424399004;SIREN
1362;CONSEIL NATION ORDRE ARCHITECT;784356354;SIREN
1363;ASSOCIATION FRANCAISE DES SOCIETES FINANCIERES ASF;W751004754;RNA
1365;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
1367;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
1369;SYNDICAT DES PROFESSIONNELS DES CENTRES DE CONTACTS;351922521;SIREN
1369;MEDEF DE L'EST PARISIEN;424430346;SIREN
1369;FEDERATION NAT AVIATION MARCHANDE;394382089;SIREN
1369;ASS FRANCAISE CENTRES RELATION CLIENTELE;478516743;SIREN
1371;UNION NATIONALE DES PROFESSIONS LIBERALES;302991591;SIREN
1372;CONFEDERATION GENERALE DES PETITES ET MOYENNES ENTREPRISES DE SAVOIE;403809924;SIREN
1373;PARIS EUROPLACE;393769252;SIREN
1373;FEDERATION BANCAIRE FRANCAISE;434987582;SIREN
1373;COOP FR LES ENTREPRISES COOPERATIVES;317165728;SIREN
1373;ASS  A F E C E I;428419287;SIREN
1374;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1376;FNSEA;781565825;SIREN
1378;AGENCE QUALITE CONSTRUCTION;327215695;SIREN
1379;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1379;FEDERATION FRANCAISE DU BATIMENT NORMANDIE;781121785;SIREN
1379;ASS INTERPROF PATRON INDUST COMMERCE;387758808;SIREN
1380;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1380;FEDER REGIO EXPLO AGRIC NORD BASS PARIS;784178220;SIREN
1381;UNION FRANCAISE INDUSTRIES PETROLIERES;784668527;SIREN
1381;EVOLEN;534585419;SIREN
1382;ASS RELATIONS AVEC POUVOIRS PUBLICS;480217165;SIREN
1383;SYNDICAT DE L INDUSTRIE DU DIAGNOSTIC IN VITRO;502725955;SIREN
1383;ASSOCIATION FRANCAISE DE NORMALISATION;775724818;SIREN
1383;SYND INDUST MEDICAM VETERIN REACTIF;423203645;SIREN
1383;G5 - IPSEN - PIERRE FABRE - SANOFI - AVENTIS - SERVIER;489472829;SIREN
1383;ASSO FRANCAI ENTREPRIS PRIVEES;326943016;SIREN
1383;INSTITUT DE L ENTREPRISE;302655154;SIREN
1383;ASSOCIATION NAT SOCIETES PAR ACTIONS;784718561;SIREN
1384;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1384;ASSOCIATION FRANCE BIOTECH;417666278;SIREN
1386;COORDI SOLIDARITE URGENCE DEVELOPPEMENT;398699538;SIREN
1386;RESEAU ACTION CLIMAT FRANCE;422466201;SIREN
1386;ASSOCIATION CRID;443636501;SIREN
1386;COLLECTIF ETHIQUE SUR L'ETIQUETTE;500618046;SIREN
1386;FINANCE WATCH;H850369601;HATVP
1386;EURODAD;H200717583;HATVP
1386;OXFAM INTERNATIONAL;H901185954;HATVP
1387;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1388;SYNDICAT DES ENERGIES RENOUVELABLES;419710280;SIREN
1388;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1388;RHONALP ENERGIE-ENVIRONNEMENT;314538513;SIREN
1388;FRANCE HYDRO ELECTRICITE GPAE ECOWATT;420030967;SIREN
1388;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1388;CAPENERGIES;488702218;SIREN
1388;ASSOCIATION FRANCAISE POUR L'HYDROGENE ET LES PILES A COMBUSTIBLE;419636303;SIREN
1388;AIPCN;501175632;SIREN
1388;SOC HYDROTECHNIQUE DE FRANCE;784309056;SIREN
1389;ASSOCIATION FRANCAISE DES PRODUCTEURS DE PRODUITS DE BIOCONTROLE;793600313;SIREN
1389;UNION INDUS PROTECT PLANT UIPP;785308420;SIREN
1389;UNION DES INDUSTRIES DE LA FERTILISATION;775688476;SIREN
1391;CLUB VILLE AMENAGEMENT;403202823;SIREN
1391;ASS DES MAIRES D ILE DE FRANCE;388139693;SIREN
1391;FRANCAISE DE DEVELOPPEMENT URBAIN;352482285;SIREN
1392;FEDERATION NATIONALE MUTUALITE FRANCAISE;304426240;SIREN
1392;CIRIEC;385036694;SIREN
1392;MUTUELLE CENTRALE FINANCES;302976568;SIREN
1392;MUTUELLE DES DOUANES;310046719;SIREN
1392;MUTUELLE GENERALE DES AFFAIRES SOCIALES;390810844;SIREN
1392;MUTUELLE DES SAPEURS POMPIERS DE PARIS;391036183;SIREN
1392;MGEN UNION;441921962;SIREN
1392;MUTUELLE NATIONALE DES FONCTIONNAIRES DES COLLECTIVITES TERRITORIALES  PREVENTION;482350717;SIREN
1392;MUTUELLE GENERALE DE L'ECONOMIE DES FINANCES ET DE L INDUSTRIE;499982098;SIREN
1392;MUTUELLE DU MINISTERE DE LA JUSTICE;775657521;SIREN
1392;MUTUELLE DE L'INSEE;775666266;SIREN
1392;MUTUELLE NATIONALE MILITAIRE;775666324;SIREN
1392;MUTUELLE DES AFFAIRES ETRANGERES;775666332;SIREN
1392;MUTUELLE NATIONALE TERRITORIALE MNT;775678584;SIREN
1392;MUTUELLE INTERIALE;775685365;SIREN
1392;CDC MUTUELLE;784301434;SIREN
1392;MUTUELLE DE L ARMEE DE L AIR;784338675;SIREN
1392;CAISSE NAT GENDARME-MUTUELLE GENDARMERIE;784442873;SIREN
1392;MUTUELLE CIVILE DE LA DEFENSE;784621476;SIREN
1392;MUTUELLE D'ACTION SOCIALE DES FINANCES PUBLIQUES;778147132;SIREN
1392;UNION NLE DES MUTUELLES DE LA SANTE;382014132;SIREN
1392;LA MUTUELLE INTERIALE ENTREPRISES ET EXPATRIES;784647323;SIREN
1393;UNION ROUTIERE DE FRANCE;784361701;SIREN
1393;UNION NATIO SERVI PUBLI INDUS & COMME;451534234;SIREN
1393;TRANSPORT DEVELOP INTERMODALITE ENVIRON;439721978;SIREN
1395;FRANCE INVEST;349165779;SIREN
1395;FINANSOL FINANCE ET SOLIDARITE;409218765;SIREN
1395;PARIS EUROPLACE;393769252;SIREN
1396;CGPME COMMUNICATION;438965352;SIREN
1397;ASS FRANC DE IND PHARMA POUR UNE AUTOMED;414839126;SIREN
1397;GPT INTERP IND PHARMACEUTIQUES SANTE SUD;443369988;SIREN
1397;LES ENTREPRISES DU MEDICAMENT;784668543;SIREN
1397;ACADEMIE NATIONALE DE PHARMACIE;130023013;SIREN
1399;UNAT SERVICES;451522494;SIREN
1399;COMITE DEPARTEMENTAL JEUNESSE AU PLEIN AIR DE PARIS;509451928;SIREN
1399;COMIT NAT OLYMPIQ SPORTIF FRAN;784354276;SIREN
1399;LE MOUVEMENT ASSOCIATIF;430349100;SIREN
1399;ASSOC SPORT CULTUR COSMOS;431557701;SIREN
1401;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1402;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1402;CONFEDERATION DES PETITES ET MOYENNES ENTREPRISES;303215016;SIREN
1402;ALLIANCE POUR L'INDUSTRIE DU FUTUR;813297710;SIREN
1402;FRANCE INDUSTRIE;840718597;SIREN
1403;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1404;FONDATION POUR LE DROIT CONTINENTAL;507793149;SIREN
1404;CAVOM CAISSE ALLOC VIEIL OFF M;317781441;SIREN
1404;CHAMBRE NATIONALE DES PROFESSIONS LIBERALES CNPL;W751045200;RNA
1404;ASSO HAUT CONSEIL DES PROFESSIONS DU DROIT;537772675;SIREN
1404;CENTRE D'INFORMATION SUR LA PREVENTION DES DIFFICULTES DES ENTREPRISES CIP NATIONAL;W751183734;RNA
1404;FEDERATION NATIONALE TIERS CONFIANCE;439456534;SIREN
1406;WIND EUROPE;502001126;SIREN
1406;LE CLUSTER MARITIME FRANCAIS;489847624;SIREN
1406;GROUPE PERMANENT POUR LA SECURITE ELECTRIQUE EN MILIEU AGRICOLE;802650820;SIREN
1407;TECH'IN FRANCE;489305367;SIREN
1408;UNION NATIONALE DES ORGANISMES FAISANT APPEL AUX GENEROSITES;497918375;SIREN
1408;CENTRE FRANCAIS DES FONDATIONS;444560080;SIREN
1409;RENAISSANCE NUMERIQUE;501629232;SIREN
1409;SYNTEC NUMERIQUE;384719001;SIREN
1409;TECH'IN FRANCE;489305367;SIREN
1409;EUROPEAN AMERICAN CHAMBER OF COMMERCE FRANCE;784854358;SIREN
1409;EUROCLOUD;529542359;SIREN
1409;VERBA ET RES;802045336;SIREN
1409;UNION FABRIC. PROTECT PROPRIETE INDUST.;784668709;SIREN
1409;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;HATVP
1410;JEUNES AGRICULTEURS;784853970;SIREN
1411;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1411;FEDER REG SYND EXPLOIT AGRICOLE REG CTRE;398069104;SIREN
1412;JEUNES AGRICULTEURS AUVERGNE RHONE ALPES;387470503;SIREN
1414;FEDERAT NAT ACTIVITE DECHET;784360182;SIREN
1417;FEDERATION ENTREPRISES VENTE A DISTANCE;784854994;SIREN
1417;ASSOCIATION DES SERVICES INTERNET COMMUNAUTAIRES (ASIC);H472708392;HATVP
1417;FRANCE DIGITALE;791772445;SIREN
1417;ARPP AUTORITE DE REGULATION PROFESSIONNELLE DE LA PUBLICITE;307287193;SIREN
1417;CLUB MERCATEL;380262964;SIREN
1419;F.N.A.R.;537838203;SIREN
1419;UNION NATIONALE FEDERATION H L M;775697907;SIREN
1420;SYNDICAT DES EDITEURS DE LA PRESSE  MAGAZINE;788503639;SIREN
1420;SYND DE LA PRESSE QUOTIDIENNE NATIONALE;784450165;SIREN
1421;JEUNES AGRICULTEURS OCCITANIE;408692929;SIREN
1422;FEDE NAT SYNDIC EXPL AGRICOLE;784854937;SIREN
1423;TECH'IN FRANCE;489305367;SIREN
1426;FRANCE GENEROSITE;W595018054;RNA
1426;COMI RELA NATIO INTER ASSOC JEUN EDUC PO;784579641;SIREN
1426;SCOUTISME FRANCAIS;784544777;SIREN
1426;COMITE CATHOLIQUE FAIM DEVELOPPEMENT;775664527;SIREN
1427;FEDERATION FR DES INDUSTRIES DE SANTE;481770725;SIREN
1428;FEDERATION NATIONALE DES TP - FNTP;784359788;SIREN
1428;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1428;MOUVEMENT DES ENTREPRISES DE FRANCE;784668618;SIREN
1431;FEDERATION FRANCAISE DU BATIMENT;784668642;SIREN
1431;MEDEF FRANCHE COMTE;778297143;SIREN
1431;UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DU TERRITOIRE DE BELFORT;538918137;SIREN
1432;MOUVEMENT DES ENTREPRISES DE FRANCE;775347453;SIREN
1434;STRATEGIE COMMUNICATION COLLECTIVES;444873640;SIREN
1435;MOUVEMENT ENTREPRISE FRANCE INTERNATIONA;378236376;SIREN
1435;PARIS EUROPLACE;393769252;SIREN
1435;ASS  A F E C E I;428419287;SIREN
1435;FEDERATION DES INVESTISSEURS INDIVIDUELS ET DES CLUBS D'INVESTISSEMENT;784206104;SIREN
