beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
UNION FRANCAISE INDUSTRIES PETROLIERES;9378;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9379;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9380;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9381;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9382;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9383;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9384;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9385;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9386;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9387;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9388;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9389;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9390;1
UNION FRANCAISE INDUSTRIES PETROLIERES;9391;1
UNION SYNDICALE PRODUCT AUDIOVISUELLE;9392;1
UNION SYNDICALE PRODUCT AUDIOVISUELLE;9393;1
MAX HAVELAAR FRANCE;9394;1
MAX HAVELAAR FRANCE;9395;1
MAX HAVELAAR FRANCE;9396;1
MAX HAVELAAR FRANCE;9397;1
MAX HAVELAAR FRANCE;9398;1
MAX HAVELAAR FRANCE;9399;1
MAX HAVELAAR FRANCE;9400;1
ASSOCIATION FRANCAISE DES GESTIONNAIRES D INFRASTRUCTURES FERROVIAIRES;9401;1
ASSOCIATION FRANCAISE DES GESTIONNAIRES D INFRASTRUCTURES FERROVIAIRES;9402;1
ASSOCIATION FRANCAISE DES GESTIONNAIRES D INFRASTRUCTURES FERROVIAIRES;9403;1
ASSOCIATION FRANCAISE DES GESTIONNAIRES D INFRASTRUCTURES FERROVIAIRES;9404;1
ASSOCIATION FRANCAISE DES GESTIONNAIRES D INFRASTRUCTURES FERROVIAIRES;9405;1
ASSOCIATION FRANCAISE DES GESTIONNAIRES D INFRASTRUCTURES FERROVIAIRES;9406;1
MBDA FRANCE;9407;1
MBDA FRANCE;9408;1
MBDA FRANCE;9409;1
MBDA FRANCE;9410;1
MBDA FRANCE;9411;1
MBDA FRANCE;9412;1
MBDA FRANCE;9413;1
UNION INDUS METIERS METAL ILLE VILAINE;9414;1
UNION INDUS METIERS METAL ILLE VILAINE;9415;1
UNION INDUS METIERS METAL ILLE VILAINE;9416;1
FED FRANCAISE DES NEGOCIANTS APP SANITAI;9417;1
COMITE FRANC SEMOUL INDUSTRIELLE;9418;1
COCA-COLA EUROPEAN PARTNERS FRANCE;9419;0
ORANGINA SCHWEPPES FRANCE;9419;0
PEPSICO FRANCE;9419;0
SOCIETE NOUVELLE EMBG;9419;0
TEISSEIRE-FRANCE SAS;9419;0
REFRESCO FRANCE;9419;0
BONNANS SA;9419;0
L ABEILLE;9419;0
COCA COLA SERVICES FRANCE;9419;0
ETABLISSEMENTS GEYER FRERES;9419;0
SA EAUX MINERALES EVIAN;9419;0
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9420;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9421;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9422;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9423;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9424;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9425;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9426;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9427;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9428;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9429;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9430;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9431;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9432;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9433;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9434;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9435;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9436;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9437;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9438;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9439;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9440;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9441;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9442;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9443;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9444;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9445;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9446;1
UNION  TRANSPORTS PUBLICS FERROVIAIRES;9447;1
FEDERATION NATIONALE DU BOIS (FNB);9448;1
FEDERATION NATIONALE DU BOIS (FNB);9449;1
FEDERATION NATIONALE DU BOIS (FNB);9450;1
FEDERATION NATIONALE DU BOIS (FNB);9451;1
FEDERATION NATIONALE DU BOIS (FNB);9452;1
FEDERATION NATIONALE DU BOIS (FNB);9453;1
FEDERATION NATIONALE DU BOIS (FNB);9454;1
FEDERATION NATIONALE DU BOIS (FNB);9455;1
FEDERATION NATIONALE DU BOIS (FNB);9456;1
FEDERATION DU BATIMENT LOIRE-ATLANTIQUE;9457;1
FEDERATION DU BATIMENT LOIRE-ATLANTIQUE;9458;1
FEDERATION DU BATIMENT LOIRE-ATLANTIQUE;9459;1
ASSOCIATION FRANCE ALZHEIMER;9460;1
ASSOCIATION FRANCE ALZHEIMER;9461;1
ASSOCIATION FRANCE ALZHEIMER;9462;1
CENT DEPART JEUNES AGRICULTEUR;9463;1
CENT DEPART JEUNES AGRICULTEUR;9464;1
CENT DEPART JEUNES AGRICULTEUR;9465;1
CENT DEPART JEUNES AGRICULTEUR;9466;1
CENT DEPART JEUNES AGRICULTEUR;9467;1
CENT DEPART JEUNES AGRICULTEUR;9468;1
CENT DEPART JEUNES AGRICULTEUR;9469;1
CENT DEPART JEUNES AGRICULTEUR;9470;1
UNION FRANÇAISE DE L'EXPRESS;9471;1
UNION FRANÇAISE DE L'EXPRESS;9472;1
UNION FRANÇAISE DE L'EXPRESS;9473;1
FEDERAL EXPRESS CORPORATION;9473;0
FEDERAL EXPRESS INTERNATIONAL (FRANCE);9473;0
FEDEX EXPRESS FRANCE;9473;0
TNT EXPRESS NATIONAL;9473;0
TNT EXPRESS INTERNATIONAL;9473;0
TNT EXPRESS FRANCE;9473;0
UNITED PARCEL SERVICE FRANCE SNC;9473;0
DHL INTERNATIONAL EXPRESS (FRANCE);9473;0
FEDERAL EXPRESS INTERNATIONAL (FRANCE);9474;0
UNITED PARCEL SERVICE FRANCE SNC;9474;0
UNION FRANÇAISE DE L'EXPRESS;9474;1
FEDEX EXPRESS FRANCE;9474;0
TNT EXPRESS INTERNATIONAL;9474;0
TNT EXPRESS NATIONAL;9474;0
FEDERAL EXPRESS CORPORATION;9474;0
TNT EXPRESS FRANCE;9474;0
DHL INTERNATIONAL EXPRESS (FRANCE);9474;0
UNION FRANÇAISE DE L'EXPRESS;9475;1
FEDERAL EXPRESS CORPORATION;9475;0
FEDERAL EXPRESS INTERNATIONAL (FRANCE);9475;0
FEDEX EXPRESS FRANCE;9475;0
TNT EXPRESS NATIONAL;9475;0
TNT EXPRESS INTERNATIONAL;9475;0
TNT EXPRESS FRANCE;9475;0
UNITED PARCEL SERVICE FRANCE SNC;9475;0
DHL INTERNATIONAL EXPRESS (FRANCE);9475;0
UNION FRANÇAISE DE L'EXPRESS;9476;1
FEDERAL EXPRESS CORPORATION;9476;0
FEDERAL EXPRESS INTERNATIONAL (FRANCE);9476;0
FEDEX EXPRESS FRANCE;9476;0
TNT EXPRESS NATIONAL;9476;0
TNT EXPRESS INTERNATIONAL;9476;0
TNT EXPRESS FRANCE;9476;0
UNITED PARCEL SERVICE FRANCE SNC;9476;0
DHL INTERNATIONAL EXPRESS (FRANCE);9476;0
CENTRE DEPARTEMENTAL JEUNES AGRICULTEURS;9477;1
CENTRE DEPARTEMENTAL JEUNES AGRICULTEURS;9478;1
UBER FRANCE SAS;9479;1
UBER FRANCE SAS;9480;1
FED NAT DES ELEVEURS D CHEVRES;9481;1
FED NAT DES ELEVEURS D CHEVRES;9482;1
FED NAT DES ELEVEURS D CHEVRES;9483;1
TEREGA SA;9484;1
TEREGA SA;9485;1
TEREGA SA;9486;1
TEREGA SA;9487;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9488;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9489;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9490;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9491;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9492;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9493;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9494;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9495;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9496;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9497;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9498;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9499;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9500;1
TRANSPORT ET INFRASTRUCTURES GAZ FRANCE;9501;1
PREMIERE LIGUE;9502;1
PREMIERE LIGUE;9503;1
PREMIERE LIGUE;9504;1
PREMIERE LIGUE;9505;1
PREMIERE LIGUE;9506;1
PREMIERE LIGUE;9507;1
PREMIERE LIGUE;9508;1
PREMIERE LIGUE;9509;1
PREMIERE LIGUE;9510;1
PREMIERE LIGUE;9511;1
PREMIERE LIGUE;9512;1
PREMIERE LIGUE;9513;1
PREMIERE LIGUE;9514;1
PREMIERE LIGUE;9515;1
PREMIERE LIGUE;9516;1
PREMIERE LIGUE;9517;1
PREMIERE LIGUE;9518;1
PREMIERE LIGUE;9519;1
PREMIERE LIGUE;9520;1
PREMIERE LIGUE;9521;1
PREMIERE LIGUE;9522;1
PREMIERE LIGUE;9523;1
PREMIERE LIGUE;9524;1
INGENIERIE GEOGRAPHIQUE NUMERIQUE FRANCAISE A L INTERNATIONAL;9525;0
CASINO SERVICES;9526;0
FONDATION ASSISTANCE AUX ANIMAUX;9527;0
SBM FORMULATION;9528;0
INTERPRO CHASSE;9529;0
VITAGORA POLE;9530;0
UNHJ;9531;0
FEDERATION FRANCAISE D EQUITATION;9532;0
NUM'AXES SA A DIRECTOIRE CONSEIL SURV;9533;0
FEDERATION NATIONALE DES CHASSEURS;9534;0
FEDERATION FRANCAISE DE TIR;9534;0
FEDERATION FRANCAISE DE BALL TRAP;9534;0
CHAMBRE SYND NATIONALE INDUST DE L ARME;9534;0
CHAMBRE SYNDICALE NAT ARMURIERS;9534;0
Association Nationale de Défense des Tireurs Amateurs et Collectionneurs d’Armes;9534;0
CONTRALCO;9535;0
GOOD ANGEL;9535;0
FONDATION ASSISTANCE AUX ANIMAUX;9536;0
FININDUSCO;9537;0
INTERPRO CHASSE;9538;0
FEDERATION NATIONALE DES CHASSEURS;9539;0
FEDERATION FRANCAISE DE TIR;9539;0
FEDERATION FRANCAISE DE BALL TRAP;9539;0
CHAMBRE SYND NATIONALE INDUST DE L ARME;9539;0
CHAMBRE SYNDICALE NAT ARMURIERS;9539;0
Association Nationale de Défense des Tireurs Amateurs et Collectionneurs d’Armes;9539;0
ASS REGIONALE HLM REGION NORD PDC;9540;1
ASS REGIONALE HLM REGION NORD PDC;9541;1
ASS REGIONALE HLM REGION NORD PDC;9542;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9543;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9544;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9545;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9546;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9547;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9548;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9549;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9550;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9551;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9552;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9553;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9554;1
SOC AUTEURS COMPOSITEURS DRAMATIQUES;9555;1
CHAMBRE COMMERCE ET INDUSTRIE MARTINIQUE;9556;1
CCI REGION BOURGOGNE FRANCHE COMTE;9557;1
CCI REGION BOURGOGNE FRANCHE COMTE;9558;1
CCI REGION BOURGOGNE FRANCHE COMTE;9559;1
TWITTER FRANCE SAS;9560;1
TWITTER FRANCE SAS;9561;1
TWITTER FRANCE SAS;9562;1
TWITTER FRANCE SAS;9563;1
TWITTER FRANCE SAS;9564;1
TWITTER FRANCE SAS;9565;1
NESTLE WATERS FRANCE;9566;0
COM'PUBLICS;9566;0
FEDERATION NATIONALE DES BOISSONS;9566;0
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9567;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9568;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9569;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9570;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9571;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9572;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9573;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9574;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9575;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9576;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9577;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9578;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9579;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9580;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9581;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9582;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9583;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9584;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9585;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9586;1
CENTRE DEP JEUNES AGRICULTEURS DU GERS;9587;1
LA POSTE;9588;1
LA POSTE;9589;1
LA POSTE;9590;1
LA POSTE;9591;1
LA POSTE;9592;1
LA POSTE;9593;1
LA POSTE;9594;1
LA POSTE;9595;1
LA POSTE;9596;1
LA POSTE;9597;1
LA POSTE;9598;1
LA POSTE;9599;1
LA POSTE;9600;1
LA POSTE;9601;1
LA POSTE;9602;1
LA POSTE;9603;1
LA POSTE;9604;1
LA POSTE;9605;1
LA POSTE;9606;1
LA POSTE;9607;1
LA POSTE;9608;1
LA POSTE;9609;1
LA POSTE;9610;1
LA POSTE;9611;1
LA POSTE;9612;1
LA POSTE;9613;1
BANIMMO FRANCE;9614;0
CBRE GLOBAL INVESTORS FRANCE;9614;0
CEGIS SARL;9614;0
CENOR ASSET MANAGEMENT;9614;0
CODIC FRANCE;9614;0
COMPAGNIE DE PHALSBOURG;9614;0
CONSTRUCTIONS INDUSTRIELLES SAVOYARDES;9614;0
KIKO FRANCE;9614;0
MARIONNAUD LAFAYETTE;9614;0
ORANGE;9614;0
PRINTEMPS;9614;0
SEPHORA;9614;0
SODINA;9614;0
TEDDY SMITH DIGITAL;9614;0
VIVARTE SERVICES;9614;0
L'AUTRE USINE;9614;0
EIFFAGE IMMOBILIER;9614;0
EMA INVEST;9614;0
EUROCOMMERCIAL PROPERTIES FRANCE SAS;9614;0
FONCIERE BORDEROUGE;9614;0
FREY;9614;0
GALIMMO;9614;0
GROSVENOR CONTINENTAL EUROPE;9614;0
HABITAT ET COMMERCE;9614;0
IMOCOMINVEST 2;9614;0
LASALLE INVESTMENT MANAGEMENT;9614;0
JODE;9614;0
LINKCITY ILE-DE-FRANCE;9614;0
NEINVER FRANCE SARL;9614;0
OREAS;9614;0
CUSHMAN AND WAKEFIELD SAS;9614;0
LA DECOUVERTE EXPANSION;9614;0
DUVAL DEVELOPPEMENT;9614;0
ETS PUB AMENAG RESTRUCTUR ESPACES CIAUX;9614;0
ETIXIA;9614;0
GROUPE IDEC INVEST;9614;0
FIGA;9614;0
FIMINCO;9614;0
FINANCIERE GROUPE BARNEOUD;9614;0
HAMMERSON FRANCE;9614;0
IKEA CENTRES FRANCE SAS;9614;0
IMMO MOUSQUETAIRES REGION PARISIENNE;9614;0
IMMOCHAN;9614;0
IMOCOMINVEST;9614;0
JMP EXPANSION;9614;0
KLEPIERRE MANAGEMENT;9614;0
FINANCIERE APSYS;9614;0
ALTAREA FRANCE;9614;0
SAVILLS;9614;0
SODEC;9614;0
SCI SOGEPROM CIP CENTRE;9614;0
TH REAL ESTATE (FRANCE);9614;0
UNIBAIL-RODAMCO DEVELOPMENT;9614;0
VICITY;9614;0
VIRGIL;9614;0
WERELDHAVE MANAGEMENT FRANCE;9614;0
WILHELM & CO FRANCE;9614;0
GS REIM (GC REAL ESTATE IVESTMENT MANAGEMENT);9614;0
LES ARCHES METROPOLE;9614;0
SELECTIRENTE;9614;0
BERTRAND IMMOBILIER;9614;0
GROUPAMA IMMOBILIER;9614;0
FINVEST;9614;0
INOVISTA;9614;0
ALAIN AFFLELOU FRANCHISEUR SAS;9614;0
IMMALDI ET COMPAGNIE;9614;0
L'IMMOBILIERE CASTORAMA;9614;0
CLEOR;9614;0
DECATHLON;9614;0
ETAM;9614;0
KARAVEL;9614;0
POLYGONE BEZIERS;9614;0
PROMO METRO;9614;0
NACARAT;9614;0
REALEASE;9614;0
R E D E I M;9614;0
REDEVCO FRANCE;9614;0
RETAIL & CONNEXIONS;9614;0
RMB EUROPE;9614;0
SA DESTRELLAN;9614;0
SOCIETE DES CENTRES COMMERCIAUX;9614;0
DEVELOPPE EQUIPE SERVICE SODES;9614;0
VASTNED MANAGEMENT FRANCE;9614;0
VINCI IMMOBILIER PROMOTION;9614;0
VINCI AUTOROUTES;9614;0
SARL VISION D'OCCITANIE;9614;0
NAMI-AEW EUROPE;9614;0
AXA REAL ESTATE INVESTMENT MANAGERS FRANCE EN ABREGE AXA REIM FRANCE;9614;0
BOUYGUES IMMOBILIER;9614;0
CAMAE;9614;0
ALMIA MANAGEMENT;9614;0
CARREFOUR PROPERTY FRANCE;9614;0
CATELLA ASSET MANAGEMENT;9614;0
CATINVEST SA;9614;0
AGORA GROUPE;9614;0
SCAPRIM ASSET MANAGEMENT;9614;0
ATOL;9614;0
CSF;9614;0
CORA PROXI;9614;0
FNAC PARIS;9614;0
GENERALE DE TELEPHONE;9614;0
KIABI EUROPE;9614;0
HAPPY CURL;9614;0
LA BRIOCHE DOREE;9614;0
LUDENDO COMMERCE FRANCE;9614;0
LITTLE EXTRA;9614;0
GROUPE CHESSE;9614;0
COMPAGNIE FONCIERE DU LEVANT;9614;0
CONCEPTS ET DISTRIBUTION;9614;0
NORAUTO FRANCE;9614;0
TOYS R US;9614;0
ZARA FRANCE;9614;0
THOM EUROPE;9614;0
MAISONS DU MONDE FRANCE;9614;0
BUT;9614;0
BANIMMO FRANCE;9615;0
CBRE GLOBAL INVESTORS FRANCE;9615;0
CEGIS SARL;9615;0
CENOR ASSET MANAGEMENT;9615;0
CODIC FRANCE;9615;0
COMPAGNIE DE PHALSBOURG;9615;0
CONSTRUCTIONS INDUSTRIELLES SAVOYARDES;9615;0
KIKO FRANCE;9615;0
MARIONNAUD LAFAYETTE;9615;0
ORANGE;9615;0
PRINTEMPS;9615;0
SEPHORA;9615;0
SODINA;9615;0
TEDDY SMITH DIGITAL;9615;0
VIVARTE SERVICES;9615;0
L'AUTRE USINE;9615;0
EIFFAGE IMMOBILIER;9615;0
EMA INVEST;9615;0
EUROCOMMERCIAL PROPERTIES FRANCE SAS;9615;0
FONCIERE BORDEROUGE;9615;0
FREY;9615;0
GALIMMO;9615;0
GROSVENOR CONTINENTAL EUROPE;9615;0
HABITAT ET COMMERCE;9615;0
IMOCOMINVEST 2;9615;0
LASALLE INVESTMENT MANAGEMENT;9615;0
JODE;9615;0
LINKCITY ILE-DE-FRANCE;9615;0
NEINVER FRANCE SARL;9615;0
OREAS;9615;0
CUSHMAN AND WAKEFIELD SAS;9615;0
LA DECOUVERTE EXPANSION;9615;0
DUVAL DEVELOPPEMENT;9615;0
ETS PUB AMENAG RESTRUCTUR ESPACES CIAUX;9615;0
ETIXIA;9615;0
GROUPE IDEC INVEST;9615;0
FIGA;9615;0
FIMINCO;9615;0
FINANCIERE GROUPE BARNEOUD;9615;0
HAMMERSON FRANCE;9615;0
IKEA CENTRES FRANCE SAS;9615;0
IMMO MOUSQUETAIRES REGION PARISIENNE;9615;0
IMMOCHAN;9615;0
IMOCOMINVEST;9615;0
JMP EXPANSION;9615;0
KLEPIERRE MANAGEMENT;9615;0
FINANCIERE APSYS;9615;0
ALTAREA FRANCE;9615;0
SAVILLS;9615;0
SODEC;9615;0
SCI SOGEPROM CIP CENTRE;9615;0
TH REAL ESTATE (FRANCE);9615;0
UNIBAIL-RODAMCO DEVELOPMENT;9615;0
VICITY;9615;0
VIRGIL;9615;0
WERELDHAVE MANAGEMENT FRANCE;9615;0
WILHELM & CO FRANCE;9615;0
GS REIM (GC REAL ESTATE IVESTMENT MANAGEMENT);9615;0
LES ARCHES METROPOLE;9615;0
SELECTIRENTE;9615;0
BERTRAND IMMOBILIER;9615;0
GROUPAMA IMMOBILIER;9615;0
FINVEST;9615;0
INOVISTA;9615;0
ALAIN AFFLELOU FRANCHISEUR SAS;9615;0
IMMALDI ET COMPAGNIE;9615;0
L'IMMOBILIERE CASTORAMA;9615;0
CLEOR;9615;0
DECATHLON;9615;0
ETAM;9615;0
KARAVEL;9615;0
POLYGONE BEZIERS;9615;0
PROMO METRO;9615;0
NACARAT;9615;0
REALEASE;9615;0
R E D E I M;9615;0
REDEVCO FRANCE;9615;0
RETAIL & CONNEXIONS;9615;0
RMB EUROPE;9615;0
SA DESTRELLAN;9615;0
SOCIETE DES CENTRES COMMERCIAUX;9615;0
DEVELOPPE EQUIPE SERVICE SODES;9615;0
VASTNED MANAGEMENT FRANCE;9615;0
VINCI IMMOBILIER PROMOTION;9615;0
VINCI AUTOROUTES;9615;0
SARL VISION D'OCCITANIE;9615;0
NAMI-AEW EUROPE;9615;0
AXA REAL ESTATE INVESTMENT MANAGERS FRANCE EN ABREGE AXA REIM FRANCE;9615;0
BOUYGUES IMMOBILIER;9615;0
CAMAE;9615;0
ALMIA MANAGEMENT;9615;0
CARREFOUR PROPERTY FRANCE;9615;0
CATELLA ASSET MANAGEMENT;9615;0
CATINVEST SA;9615;0
AGORA GROUPE;9615;0
SCAPRIM ASSET MANAGEMENT;9615;0
ATOL;9615;0
CSF;9615;0
CORA PROXI;9615;0
FNAC PARIS;9615;0
GENERALE DE TELEPHONE;9615;0
KIABI EUROPE;9615;0
HAPPY CURL;9615;0
LA BRIOCHE DOREE;9615;0
LUDENDO COMMERCE FRANCE;9615;0
LITTLE EXTRA;9615;0
GROUPE CHESSE;9615;0
COMPAGNIE FONCIERE DU LEVANT;9615;0
CONCEPTS ET DISTRIBUTION;9615;0
NORAUTO FRANCE;9615;0
TOYS R US;9615;0
ZARA FRANCE;9615;0
THOM EUROPE;9615;0
MAISONS DU MONDE FRANCE;9615;0
BUT;9615;0
CONSEIL NATIONAL DES CENTRES COMMERCIAUX;9616;1
BANIMMO FRANCE;9617;0
CBRE GLOBAL INVESTORS FRANCE;9617;0
CEGIS SARL;9617;0
CENOR ASSET MANAGEMENT;9617;0
CODIC FRANCE;9617;0
COMPAGNIE DE PHALSBOURG;9617;0
CONSTRUCTIONS INDUSTRIELLES SAVOYARDES;9617;0
KIKO FRANCE;9617;0
MARIONNAUD LAFAYETTE;9617;0
ORANGE;9617;0
PRINTEMPS;9617;0
SEPHORA;9617;0
SODINA;9617;0
TEDDY SMITH DIGITAL;9617;0
VIVARTE SERVICES;9617;0
L'AUTRE USINE;9617;0
EIFFAGE IMMOBILIER;9617;0
EMA INVEST;9617;0
EUROCOMMERCIAL PROPERTIES FRANCE SAS;9617;0
FONCIERE BORDEROUGE;9617;0
FREY;9617;0
GALIMMO;9617;0
GROSVENOR CONTINENTAL EUROPE;9617;0
HABITAT ET COMMERCE;9617;0
IMOCOMINVEST 2;9617;0
LASALLE INVESTMENT MANAGEMENT;9617;0
JODE;9617;0
LINKCITY ILE-DE-FRANCE;9617;0
NEINVER FRANCE SARL;9617;0
OREAS;9617;0
CUSHMAN AND WAKEFIELD SAS;9617;0
LA DECOUVERTE EXPANSION;9617;0
DUVAL DEVELOPPEMENT;9617;0
ETS PUB AMENAG RESTRUCTUR ESPACES CIAUX;9617;0
ETIXIA;9617;0
GROUPE IDEC INVEST;9617;0
FIGA;9617;0
FIMINCO;9617;0
FINANCIERE GROUPE BARNEOUD;9617;0
HAMMERSON FRANCE;9617;0
IKEA CENTRES FRANCE SAS;9617;0
IMMO MOUSQUETAIRES REGION PARISIENNE;9617;0
IMMOCHAN;9617;0
IMOCOMINVEST;9617;0
JMP EXPANSION;9617;0
KLEPIERRE MANAGEMENT;9617;0
FINANCIERE APSYS;9617;0
ALTAREA FRANCE;9617;0
SAVILLS;9617;0
SODEC;9617;0
SCI SOGEPROM CIP CENTRE;9617;0
TH REAL ESTATE (FRANCE);9617;0
UNIBAIL-RODAMCO DEVELOPMENT;9617;0
VICITY;9617;0
VIRGIL;9617;0
WERELDHAVE MANAGEMENT FRANCE;9617;0
WILHELM & CO FRANCE;9617;0
GS REIM (GC REAL ESTATE IVESTMENT MANAGEMENT);9617;0
LES ARCHES METROPOLE;9617;0
SELECTIRENTE;9617;0
BERTRAND IMMOBILIER;9617;0
GROUPAMA IMMOBILIER;9617;0
FINVEST;9617;0
INOVISTA;9617;0
ALAIN AFFLELOU FRANCHISEUR SAS;9617;0
IMMALDI ET COMPAGNIE;9617;0
L'IMMOBILIERE CASTORAMA;9617;0
CLEOR;9617;0
DECATHLON;9617;0
ETAM;9617;0
KARAVEL;9617;0
POLYGONE BEZIERS;9617;0
PROMO METRO;9617;0
NACARAT;9617;0
REALEASE;9617;0
R E D E I M;9617;0
REDEVCO FRANCE;9617;0
RETAIL & CONNEXIONS;9617;0
RMB EUROPE;9617;0
SA DESTRELLAN;9617;0
SOCIETE DES CENTRES COMMERCIAUX;9617;0
DEVELOPPE EQUIPE SERVICE SODES;9617;0
VASTNED MANAGEMENT FRANCE;9617;0
VINCI IMMOBILIER PROMOTION;9617;0
VINCI AUTOROUTES;9617;0
SARL VISION D'OCCITANIE;9617;0
NAMI-AEW EUROPE;9617;0
AXA REAL ESTATE INVESTMENT MANAGERS FRANCE EN ABREGE AXA REIM FRANCE;9617;0
BOUYGUES IMMOBILIER;9617;0
CAMAE;9617;0
ALMIA MANAGEMENT;9617;0
CARREFOUR PROPERTY FRANCE;9617;0
CATELLA ASSET MANAGEMENT;9617;0
CATINVEST SA;9617;0
AGORA GROUPE;9617;0
SCAPRIM ASSET MANAGEMENT;9617;0
ATOL;9617;0
CSF;9617;0
CORA PROXI;9617;0
FNAC PARIS;9617;0
GENERALE DE TELEPHONE;9617;0
KIABI EUROPE;9617;0
HAPPY CURL;9617;0
LA BRIOCHE DOREE;9617;0
LUDENDO COMMERCE FRANCE;9617;0
LITTLE EXTRA;9617;0
GROUPE CHESSE;9617;0
COMPAGNIE FONCIERE DU LEVANT;9617;0
CONCEPTS ET DISTRIBUTION;9617;0
