action_menee;action_representation_interet_id;action_menee_autre
Envoyer des pétitions, lettres ouvertes, tracts;8455;
Etablir une correspondance régulière (par courriel, par courrier…);8455;
Inviter ou organiser des évènements, des rencontres ou des activités promotionnelles;8455;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8455;
Organiser des discussions informelles ou des réunions en tête-à-tête;8456;
Organiser des discussions informelles ou des réunions en tête-à-tête;8457;
Organiser des discussions informelles ou des réunions en tête-à-tête;8458;
Organiser des discussions informelles ou des réunions en tête-à-tête;8459;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8459;
Organiser des discussions informelles ou des réunions en tête-à-tête;8460;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8460;
Organiser des discussions informelles ou des réunions en tête-à-tête;8461;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8461;
Etablir une correspondance régulière (par courriel, par courrier…);8461;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8462;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8463;
Organiser des discussions informelles ou des réunions en tête-à-tête;8464;
Etablir une correspondance régulière (par courriel, par courrier…);8464;
Organiser des discussions informelles ou des réunions en tête-à-tête;8465;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8465;
Etablir une correspondance régulière (par courriel, par courrier…);8465;
Organiser des discussions informelles ou des réunions en tête-à-tête;8466;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8466;
Etablir une correspondance régulière (par courriel, par courrier…);8466;
Organiser des discussions informelles ou des réunions en tête-à-tête;8467;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8467;
Etablir une correspondance régulière (par courriel, par courrier…);8467;
Organiser des discussions informelles ou des réunions en tête-à-tête;8468;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8468;
Etablir une correspondance régulière (par courriel, par courrier…);8468;
Organiser des discussions informelles ou des réunions en tête-à-tête;8469;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8469;
Etablir une correspondance régulière (par courriel, par courrier…);8469;
Organiser des discussions informelles ou des réunions en tête-à-tête;8470;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8470;
Organiser des discussions informelles ou des réunions en tête-à-tête;8471;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8471;
Organiser des discussions informelles ou des réunions en tête-à-tête;8472;
Etablir une correspondance régulière (par courriel, par courrier…);8472;
Organiser des discussions informelles ou des réunions en tête-à-tête;8473;
Organiser des discussions informelles ou des réunions en tête-à-tête;8474;
Organiser des discussions informelles ou des réunions en tête-à-tête;8475;
Etablir une correspondance régulière (par courriel, par courrier…);8475;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8476;
Autres : à préciser;8477;Demander des informations
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8478;
Etablir une correspondance régulière (par courriel, par courrier…);8478;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8479;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8479;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8479;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8480;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8480;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8480;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8481;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8481;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8481;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8482;
Etablir une correspondance régulière (par courriel, par courrier…);8482;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8482;
Organiser des discussions informelles ou des réunions en tête-à-tête;8483;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8483;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8483;
Etablir une correspondance régulière (par courriel, par courrier…);8483;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8483;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8484;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8484;
Etablir une correspondance régulière (par courriel, par courrier…);8484;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8484;
Organiser des discussions informelles ou des réunions en tête-à-tête;8485;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8485;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8485;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8485;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8486;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8486;
Organiser des auditions, des consultations formelles sur des actes législatifs ou d'autres consultations ouvertes;8486;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8486;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8487;
Transmettre des suggestions afin d'influencer la rédaction d'une décision publique;8487;
Etablir une correspondance régulière (par courriel, par courrier…);8487;
Convenir pour un tiers d'une entrevue avec le titulaire d'une charge publique;8487;
Transmettre aux décideurs publics des informations, expertises dans un objectif de conviction;8488;
