civilite_dirigeant;fonction_dirigeant;nom_dirigeant;prenom_dirigeant;representants_id;nom_prenom_dirigeant
M;Président;BLANC;Jean-Baptiste;1205;BLANC Jean-Baptiste
M;Président du Think Tank France Biomethane;DE SAINT JOUAN;Cédric;1206;DE SAINT JOUAN Cédric
MME;Gérant;NIEMANN;Angela;1207;NIEMANN Angela
M;Gérant;YORK;Trent;1207;YORK Trent
MME;Gérant;ERSKINE;Frances;1207;ERSKINE Frances
M;Gérant;LEPEU;Jérôme;1207;LEPEU Jérôme
M;President du Conseil de surveillance;BARD;Philippe;1208;BARD Philippe
M;President;SIMON;René;1208;SIMON René
M;Directeur Général;CHARTIER;Guillaume;1208;CHARTIER Guillaume
M;Président;DUSEUX;Francis;1209;DUSEUX Francis
M;Président;ABGUILLERM;André;1210;ABGUILLERM André
MME;1ere Vice Présidente;BUDET;Nelly;1210;BUDET Nelly
M;2nd Vice Président;LE ROUX;Philippe;1210;LE ROUX Philippe
M;3eme Vice Président;BARLET;Erwan;1210;BARLET Erwan
M;4eme Vice président;LABBE;Pierre;1210;LABBE Pierre
M;PRESIDENT;ANARGYROS;Thomas;1211;ANARGYROS Thomas
M;DELEGUE GENERAL;LE BARS;Stephane;1211;LE BARS Stephane
M;Président;SAUZAY;Quentin;1212;SAUZAY Quentin
M;Président;ROTURIER;Christophe;1213;ROTURIER Christophe
M;Directeur général;DESBORDES;Blaise;1213;DESBORDES Blaise
MME;Vice-Présidente;SARRAZIN;Emilie;1213;SARRAZIN Emilie
M;Président;PÉLISSIÉ DU RAUSAS;Christophe;1214;PÉLISSIÉ DU RAUSAS Christophe
M;Président;DE POMMEROL;Alexis;1214;DE POMMEROL Alexis
M;Président Directeur Général;BOUVIER;Antoine;1215;BOUVIER Antoine
M;Président Directeur Général;MAIGNÉ;Jacques;1216;MAIGNÉ Jacques
MME;Présidente;GILLOUAYE;Katell;1217;GILLOUAYE Katell
M;président;DE BECO;Philippe;1218;DE BECO Philippe
M;Délégué général;FLIPO;Raphaël;1218;FLIPO Raphaël
M;vice-président;GRUAT;Philippe;1218;GRUAT Philippe
M;vice-président;CHIRAT;Jean-Pascal;1218;CHIRAT Jean-Pascal
M;Président;SKALLI;Bernard;1219;SKALLI Bernard
M;Président directeur général;JACHIET;Nicolas;1220;JACHIET Nicolas
M;Directeur général;SAUNIER;Thomas;1221;SAUNIER Thomas
MME;Directrice Générale;CURY;Agathe;1222;CURY Agathe
M;Président;DELOZIÈRE;Vincent;1222;DELOZIÈRE Vincent
MME;Avocate, gérante;PECORARO;Anne-Marie;1223;PECORARO Anne-Marie
M;Président;MALLET;Thierry;1224;MALLET Thierry
M;Délégué Général;FAUCHER;Claude;1224;FAUCHER Claude
M;Président;SIAT;Philippe;1225;SIAT Philippe
M;Délégué Général;DOUZAIN-DIDIER;Nicolas;1225;DOUZAIN-DIDIER Nicolas
M;Vice-Président(41);BOUFFART;Pierre;1226;BOUFFART Pierre
M;Vice-Président(36);DUMONTET;Xavier;1226;DUMONTET Xavier
M;Président;BIBANOW;Michel;1226;BIBANOW Michel
M;Secrétaire;BOUFFART;Pierre;1226;BOUFFART Pierre
M;Trésorier;LEROUX;Marc;1226;LEROUX Marc
M;Vice-Président(28);MOUNE;Bernard;1226;MOUNE Bernard
MME;Vice-Présidente(37);FERTEUX;Géraldine;1226;FERTEUX Géraldine
MME;Vice-Présidente(45);ISSARTIER;Véronique;1226;ISSARTIER Véronique
M;Président;PINTO;Norbert;1227;PINTO Norbert
M;Avocat associé;DE CHAZEAUX;Olivier;1228;DE CHAZEAUX Olivier
M;Président de l'Union des associations France Alzheimer et maladies apparentées;JAOUEN;Joël;1229;JAOUEN Joël
M;Directeur délégué;DURAND;Benoit;1229;DURAND Benoit
M;PRESIDENT;GOUJARD;Pierre;1230;GOUJARD Pierre
M;PRESIDENT;DELZERS;Roland;1231;DELZERS Roland
M;VICE PRESIDENT;DELPEYROUX;Pierre;1231;DELPEYROUX Pierre
MME;VICE PRESIDENT;BASQUE;Nathalie;1231;BASQUE Nathalie
MME;VICE PRESIDENT;BOULESTEIX;Marie-Ange;1231;BOULESTEIX Marie-Ange
MME;SECRETAIRE GENERALE;AMEAUME RUMEAU;Aurore;1231;AMEAUME RUMEAU Aurore
M;Président;MARIUS;Benoit;1232;MARIUS Benoit
M;Vice-président;PRADELLE;Yves-Mari;1232;PRADELLE Yves-Mari
MME;Secrétaire;POULIT;Marion;1232;POULIT Marion
M;Administrateur;BIDDAULT;Jean-Christophe;1232;BIDDAULT Jean-Christophe
M;Trésorier;DUVAL;Charles;1232;DUVAL Charles
M;Vice President;MARZIOU;Tanguy;1233;MARZIOU Tanguy
M;Vice-President;BROUSSEAU;Dominique;1233;BROUSSEAU Dominique
M;Président;MASSE;Julien;1234;MASSE Julien
M;Représentant de Uber Management BV, elle-même président de Uber France SAS;CORDONNIER;Julien;1235;CORDONNIER Julien
M;Président;HASSELER;Jean Paul;1236;HASSELER Jean Paul
M;Directeur général;HERGOTT;Jean Bernard;1236;HERGOTT Jean Bernard
M;Vice Président INDUSTRIE;PINAY;Christophe;1236;PINAY Christophe
MME;Vice Présidente SERVICES;VIOLIER;Christine;1236;VIOLIER Christine
M;Trésorier;JADOT;Eric;1236;JADOT Eric
MME;Trésorière adjointe;BUGNOT;Odile;1236;BUGNOT Odile
MME;Secrétaire;HAMDAM;Mickaela;1236;HAMDAM Mickaela
M;Secrétaire;MARCEROU;Alain;1236;MARCEROU Alain
M;Président;SALINGARDES;Jacky;1237;SALINGARDES Jacky
M;Président du Conseil d'Administration - Directeur Général;MOCKLY;Dominique;1238;MOCKLY Dominique
M;Président;BRUGALIERES;Alain;1239;BRUGALIERES Alain
M;Président;CAIAZZO;Bernard;1240;CAIAZZO Bernard
M;Président;COSTE;Thierry;1241;COSTE Thierry
M;Président;RENE;Jean-Pierre;1242;RENE Jean-Pierre
M;Président;FANSTEN;Jacques;1243;FANSTEN Jacques
M;Directeur général;ROGARD;Pascal;1243;ROGARD Pascal
M;Directeur Général;ROTSEN;Jean-Baptiste;1244;ROTSEN Jean-Baptiste
MME;Première Vice-Présidente;FOULARD;Carole;1244;FOULARD Carole
MME;2éme Vice-Présidente;GUILLIER-TUAL;Nathalie;1244;GUILLIER-TUAL Nathalie
M;Trésorier;CLIO;Alain;1244;CLIO Alain
M;Trésorier Adjoint;GALLET DE SAINT-AURIN;Guillaume;1244;GALLET DE SAINT-AURIN Guillaume
M;Secrétaire;MANERE;Jean-Claude;1244;MANERE Jean-Claude
M;Chargé de Mission;NEGOUAI;Philippe;1244;NEGOUAI Philippe
M;3ème Vice-Président;LAMEYNARDIE;Roland;1244;LAMEYNARDIE Roland
M;Secrétaire Adjoint;ZAMEO;Franck;1244;ZAMEO Franck
M;Chargé de Mission;BOCLE;Tony;1244;BOCLE Tony
M;Président Commission International;DERIS;Didier;1244;DERIS Didier
M;Président de la Commission Tourisme;CYPRIA;Alex;1244;CYPRIA Alex
M;Président Commission Aménagement du Territoire;BIDAULT DES CHAUMES;Jean-Pierre;1244;BIDAULT DES CHAUMES Jean-Pierre
M;Président;JOCK;Philippe;1244;JOCK Philippe
M;Président;RIGAUD;Laurent;1245;RIGAUD Laurent
M;1er Vice-Président;PECHON;Paul;1245;PECHON Paul
M;2ème Vice-Président;DEMIAUTTE;Jean-François;1245;DEMIAUTTE Jean-François
M;3ème Vice-Président;GRISET;Alain;1245;GRISET Alain
M;4ème Vice-Président;FORRET;Gilles;1245;FORRET Gilles
M;Trésorier;SPRIMONT;Henry-Luc;1245;SPRIMONT Henry-Luc
M;Secrétaire;CANNESSON;Jean-Yves;1245;CANNESSON Jean-Yves
M;Président;LAURENT;Rémy;1246;LAURENT Rémy
M;Directeur général;CHARLOT;Jacques;1246;CHARLOT Jacques
MME;co-présidente;LAMOUREUX;Michele;1247;LAMOUREUX Michele
MME;co-présidente;AMOROS;Monique;1247;AMOROS Monique
MME;Vice-présidente;YVORRA;Edith;1247;YVORRA Edith
MME;TRESORIERE;SAINT LAURENT;Sylvette;1247;SAINT LAURENT Sylvette
MME;SECRETAIRE;GREGORI;Veronique;1247;GREGORI Veronique
M;President;CARTY;Stanley;1248;CARTY Stanley
M;Dirigeant;REGNOUF;Vincent;1249;REGNOUF Vincent
M;PRESIDENT;DE RE;Jeremie;1250;DE RE Jeremie
M;Président Directeur Général;WAHL;Philippe;1251;WAHL Philippe
M;Directeur Général Adjoint du Groupe, Secrétaire Général du Groupe;BAJOU;Philippe;1251;BAJOU Philippe
MME;Déléguée Générale;HELARD;Laure;1252;HELARD Laure
M;Président du Conseil National des Centres Commerciaux;EHRMANN;Jacques;1253;EHRMANN Jacques
M;Président;CONVERS;Sylvain;1254;CONVERS Sylvain
MME;Secrétaire Général;WAGNER;Vanessa;1255;WAGNER Vanessa
M;Président;WIEDEMANN;Jean-Luc;1255;WIEDEMANN Jean-Luc
M;Président;BOUCHER;Maxime;1256;BOUCHER Maxime
MME;Présidente;TISSOT-COLLE;Catherine;1257;TISSOT-COLLE Catherine
M;Vice-Président;DARMAYAN;Philippe;1257;DARMAYAN Philippe
MME;Déléguée Générale;DE LANGERON;Claire;1257;DE LANGERON Claire
MME;Présidente executive;TRELLU-KANE;Marie;1258;TRELLU-KANE Marie
M;Directeur national en charge du projet et du développement;MAIER;Etienne;1258;MAIER Etienne
MME;Directrice nationale en charge des RH, finances, et directions territoriales;GATIGNON;Juliette;1258;GATIGNON Juliette
M;Directeur du développement et du plaidoyer;SLITINE;Romain;1258;SLITINE Romain
M;DIRECTEUR GENERAL;COURET;Adrien;1259;COURET Adrien
M;DIRECTEUR GENERAL;CEVASCO;Christophe;1260;CEVASCO Christophe
MME;Head of Southern Europe, G7 & G20;NERE;Beatrice;1261;NERE Beatrice
M;Président Directeur Général;GUILLOU;Hervé;1262;GUILLOU Hervé
M;Président;BERTHAULT;Denis;1263;BERTHAULT Denis
M;Président;HEIJNEN;Ingo;1264;HEIJNEN Ingo
MME;Directeur Général;GOT-CAMARD;Corinne;1264;GOT-CAMARD Corinne
M;Président;GUILLEMAUD;Alexandre;1265;GUILLEMAUD Alexandre
M;Trésorier;BRUNIER;Jean-Claude;1266;BRUNIER Jean-Claude
M;Secrétaire;SAINSON;Pascal;1266;SAINSON Pascal
M;Président;STEINMETZ;Claude;1266;STEINMETZ Claude
M;Vice president;EYMER;Gottfried;1266;EYMER Gottfried
M;Président;JUGUET;Vincent;1267;JUGUET Vincent
MME;Secrétaire Général;HERGUIDO-LAFARGUE;Véronique;1267;HERGUIDO-LAFARGUE Véronique
M;Président;FOUCAULT;Jérôme;1268;FOUCAULT Jérôme
M;PRESIDENT;ARNAULT;Bertrand;1269;ARNAULT Bertrand
MME;DELEGUEE GENERALE;DESBOUIS;Kareen;1269;DESBOUIS Kareen
M;Vice-Président;BRADY;Jean-Claude;1270;BRADY Jean-Claude
M;Vice-Président;MIAS;François;1270;MIAS François
M;Vice-Président;MORAIS;Alfredo;1270;MORAIS Alfredo
M;Secrétaire Général;THIRION;Jean-Marc;1270;THIRION Jean-Marc
M;Président;DESMEDT;Christophe;1270;DESMEDT Christophe
M;Président national;COY;Philippe;1271;COY Philippe
MME;Secrétaire général;LEJEUNE;Sophie;1271;LEJEUNE Sophie
M;Président;MASIERO;Sylvain;1272;MASIERO Sylvain
MME;Vice-Présidente;LUCOT;Sylvie;1272;LUCOT Sylvie
M;Vice-Président;LAMOUREUX;Dominique;1272;LAMOUREUX Dominique
M;Vice-Président;MOTHIÉ;Jean-Claude;1272;MOTHIÉ Jean-Claude
M;Secrétaire Général;BOURY;Pascal;1272;BOURY Pascal
M;Trésorier;ANDRIEU;Roland;1272;ANDRIEU Roland
M;Président;FARMAN;Jean-Hubert;1273;FARMAN Jean-Hubert
M;Directeur Général;MANGAUD;Erwan;1273;MANGAUD Erwan
M;Président;MATHIOLON;Laurent;1274;MATHIOLON Laurent
M;PRESIDENT;MERCURI;Sebastien;1275;MERCURI Sebastien
M;Représentant Légal;STAES;Roel;1276;STAES Roel
M;Président;GODINHO;Luis;1277;GODINHO Luis
M;Président;HULOT;Thierry;1278;HULOT Thierry
MME;Délégué Général;HUBERSON;Sophie;1279;HUBERSON Sophie
M;Président;BENNET;Arnaud;1279;BENNET Arnaud
M;Président;MESPOULET;Jean Jacques;1280;MESPOULET Jean Jacques
MME;Directeur Général;BOMY;Laure;1280;BOMY Laure
M;Président;BRULE;Cyril;1281;BRULE Cyril
M;Président des Jeunes Agriculteurs du Var;FABRE;Gerald;1282;FABRE Gerald
M;Président;CHARTIER;Guillaume;1283;CHARTIER Guillaume
MME;Secrétaire Générale;BREHON;Bernadette;1283;BREHON Bernadette
M;Secrétaire Général;DESRUMAUX;Régis;1283;DESRUMAUX Régis
MME;Directeur général;HARTOG;Catherine;1284;HARTOG Catherine
M;Directeur Général Groupe;MACHUEL;Denis;1285;MACHUEL Denis
M;Président;POULET;Jean Paul;1286;POULET Jean Paul
M;PRESIDENT CROA GRAND EST;CHARLET;Jean-Marc;1287;CHARLET Jean-Marc
M;Président;MARMIER;Dominique;1288;MARMIER Dominique
M;Directeur;RODELET;Guillaume;1288;RODELET Guillaume
M;Président;DUTREIL;Francois;1289;DUTREIL Francois
M;Trésorier;SCHWARTZ;Denis;1290;SCHWARTZ Denis
M;Secrétaire;CHAUDAN;Eric;1290;CHAUDAN Eric
M;Président;HEURTEBISE;Franck;1290;HEURTEBISE Franck
M;Président;GRAVIER;Daniel;1291;GRAVIER Daniel
M;Directeur Général;KNOCHE;Philippe;1292;KNOCHE Philippe
M;Secrétaire National Porte Parole;PINATEL;Laurent;1293;PINATEL Laurent
MME;Secrétaire générale;GIRARD;Temanuata;1293;GIRARD Temanuata
M;Trésorier;PERIGNE;Jean François;1293;PERIGNE Jean François
MME;Secrétaire National;MURET;Cécile;1293;MURET Cécile
MME;Secrétaire National;RIBA;Christine;1293;RIBA Christine
M;Secrétaire National;GIROD;Nicolas;1293;GIROD Nicolas
M;Secrétaire National;JACQUOT;Thierry;1293;JACQUOT Thierry
M;Directeur Général;DUFFIEUX;Jérôme;1294;DUFFIEUX Jérôme
M;PRESIDENT (représentant légal);WESTELYNCK;Christian;1294;WESTELYNCK Christian
M;Vice-président;TABEL;Claude;1295;TABEL Claude
MME;Directrice générale;BLUMEL;Rachel;1295;BLUMEL Rachel
M;Président;BERGER;Franck;1295;BERGER Franck
M;Président;DE SAINT SERNIN;Benoit;1296;DE SAINT SERNIN Benoit
MME;Directrice  générale;POTIER;Isabelle;1296;POTIER Isabelle
M;Directeur Général;GUEYDON;Stéphane;1297;GUEYDON Stéphane
MME;Membre Bureau;RICHAUD;Céline;1297;RICHAUD Céline
M;Membre Bureau;KLEYNHOFF;Bernard;1297;KLEYNHOFF Bernard
MME;Membre Bureau;DEFRANCE DE TERSANT;Delphine;1297;DEFRANCE DE TERSANT Delphine
M;Membre Bureau;SAVARINO;Jean-Pierre;1297;SAVARINO Jean-Pierre
M;Membre Bureau;BIANCHI;Jacques;1297;BIANCHI Jacques
M;Membre Bureau;BEURNIER;Jean-Daniel;1297;BEURNIER Jean-Daniel
M;Membre Bureau;GORDE;Eric;1297;GORDE Eric
M;Membre Bureau;CHAUVIN;Jean-Luc;1297;CHAUVIN Jean-Luc
M;Membre Bureau;PAGLIA;Stéphane;1297;PAGLIA Stéphane
M;Membre Bureau;MARGOT;Daniel;1297;MARGOT Daniel
M;Membre Bureau;CHABAUD;Marc;1297;CHABAUD Marc
M;Membre Bureau;RENAUDI;Philippe;1297;RENAUDI Philippe
M;Président;GOMEZ;Roland;1297;GOMEZ Roland
M;Président;BELLOUNAT;Gabriel;1298;BELLOUNAT Gabriel
M;Président;ANRIJS;Michel;1299;ANRIJS Michel
M;Président;LAVENIR;Frédéric;1300;LAVENIR Frédéric
M;Directeur général;LANDAIS;Emmanuel;1300;LANDAIS Emmanuel
M;Vice-président délégué;JAMET;Pierre;1301;JAMET Pierre
M;Président;GOUNON;Jacques;1301;GOUNON Jacques
M;représentant légal de PayPal Europe Sàrl elle-même gérante de PayPal Europe Sàrl & Cie, SCA;MINALL;Tim;1302;MINALL Tim
M;représentant légal de PayPal Europe Sàrl elle-même gérante de PayPal Europe Sàrl & Cie, SCA;MARRIOTT-CLARKE;Paul;1302;MARRIOTT-CLARKE Paul
M;représentant légal de PayPal Europe Sàrl elle-même gérante de PayPal Europe Sàrl & Cie, SCA;BYRNE;Sean;1302;BYRNE Sean
M;Président;CRANCE;Jean Virgile;1303;CRANCE Jean Virgile
M;Président;BONNET;Philippe;1304;BONNET Philippe
MME;Directeur Géneral;DUFOURMENTELLE;Juliette;1304;DUFOURMENTELLE Juliette
M;Président fondateur;FRELAUX;Pierre-Yves;1305;FRELAUX Pierre-Yves
M;Directeur;BOUILLOT;Jean-Michel;1306;BOUILLOT Jean-Michel
M;Président;HERRY;Bruno;1306;HERRY Bruno
M;Président;VILLAIN;Jean Pierre;1307;VILLAIN Jean Pierre
MME;Directrice Générale;BATHIANY;Agnès;1307;BATHIANY Agnès
M;Directeur Général;VACHERON;Pierre-Antoine;1308;VACHERON Pierre-Antoine
M;Président;VERNEAU;Jean-Pierre;1309;VERNEAU Jean-Pierre
M;Vide-Président;SOULLARD;Dominique;1309;SOULLARD Dominique
M;Trésorier;HOO;Thierry;1309;HOO Thierry
M;Secrétaire;QUAGHEBEUR;Jean-Pierre;1309;QUAGHEBEUR Jean-Pierre
M;Membre du Bureau FFCM;MORGADO SOARES;Mario;1309;MORGADO SOARES Mario
M;Membre du Bureau FFCM;HEURTIN;Frédéric;1309;HEURTIN Frédéric
M;Président;BARBUT;Stéphane;1310;BARBUT Stéphane
M;Président de Bayer en France;RABILLOUD;Benoist;1311;RABILLOUD Benoist
M;Directeur Général Bayer HealthCare SAS;REINHARD;Jost;1311;REINHARD Jost
M;Président;RICHAUD;Sebastien;1312;RICHAUD Sebastien
M;Président;ELLENA;Didier;1313;ELLENA Didier
M;tresorier;MAGER;Pierre;1314;MAGER Pierre
M;president;RONCEVIC;Daniel;1314;RONCEVIC Daniel
M;Directeur Général;PARMENTIER;Bertrand;1315;PARMENTIER Bertrand
M;PRESIDENT;LEROUX;Florent;1316;LEROUX Florent
M;DIRECTEUR GENERAL;MOGGIO;Michel;1316;MOGGIO Michel
M;Président;DEJARDIN;Benjamin;1317;DEJARDIN Benjamin
M;Président;MOCKLY;Dominique;1318;MOCKLY Dominique
MME;Co-Présidente;CORBEAU-MELLOT;Catherine;1319;CORBEAU-MELLOT Catherine
M;Co-Président;CHARRIER;Emmanuel;1319;CHARRIER Emmanuel
M;Directeur;ROUMET;Benoit;1319;ROUMET Benoit
M;Directeur-Adjoint;MOGNETTI;Edouard;1319;MOGNETTI Edouard
MME;PRESIDENTE;GOUBET MILHAUD;Christine;1320;GOUBET MILHAUD Christine
MME;DELEGUEE GENERALE;CHENU;Anne;1320;CHENU Anne
M;Directeur général;LASCH;Alexandre;1321;LASCH Alexandre
M;Président;NUSSE;Olivier;1321;NUSSE Olivier
M;PRESIDENT;GUERIN;Daniel;1322;GUERIN Daniel
M;PRESIDENT;LIEBUS;Patrick;1323;LIEBUS Patrick
M;1er Vice Président Chargé des Affaires sociales;QUENET;Albert;1323;QUENET Albert
MME;Vice Présidente chargée des Affaires économiques;BASILI;Sabine;1323;BASILI Sabine
M;Vice Président chargé du réseau;MÉTAYER;Dominique;1323;MÉTAYER Dominique
M;Secrétaire Général;BERTHIAS;Julien;1324;BERTHIAS Julien
M;Président FFB49;GIDOIN;Patrick;1324;GIDOIN Patrick
M;Président;BERDUGO;Bruno;1325;BERDUGO Bruno
M;trésorier;PORTE;Alexandre;1326;PORTE Alexandre
M;président;LEVESQUE;Amaury;1326;LEVESQUE Amaury
M;Secrétaire général;HENNEQUEZ;Bastien;1326;HENNEQUEZ Bastien
MME;Présidente;LEVAUX;Marie Béatrice;1327;LEVAUX Marie Béatrice
M;Vice-Président;RAVANAS;Régis;1328;RAVANAS Régis
M;Président;LARRAMENDY;David;1328;LARRAMENDY David
M;Président;ROUE;Jean-Marc;1329;ROUE Jean-Marc
M;Délégué Général;THOMAS;Hervé;1329;THOMAS Hervé
M;Directeur Général;PERRIER;Yves;1330;PERRIER Yves
M;Directeur Finances Groupe & Stratégie;CALCOEN;Nicolas;1330;CALCOEN Nicolas
M;Directeur Général;BRUSSON;Nicolas;1331;BRUSSON Nicolas
M;Président;MAZZELLA;Frederic;1331;MAZZELLA Frederic
M;Directeur;LEBRUN;Jean-Baptiste;1332;LEBRUN Jean-Baptiste
M;Directeur;VORMUS;Joël;1332;VORMUS Joël
MME;Coprésidente;BURESI;Sandrine;1332;BURESI Sandrine
MME;Coprésidente;LAMY;Marie-Laure;1332;LAMY Marie-Laure
M;Directeur général délégué;BOUYGUES;Olivier;1333;BOUYGUES Olivier
M;Directeur général délégué;ROUSSAT;Olivier;1333;ROUSSAT Olivier
M;Président - Directeur Général;BOUYGUES;Martin;1333;BOUYGUES Martin
M;Directeur général délégué;MARIEN;Philippe;1333;MARIEN Philippe
M;Président;VILLAIN;Stéphane;1334;VILLAIN Stéphane
M;Président Délégué;BOUYRIE;Hervé;1334;BOUYRIE Hervé
M;Président;DU GUERNY;Antoine;1335;DU GUERNY Antoine
M;Président;MATHIOLON;Laurent;1336;MATHIOLON Laurent
M;Directeur Général;DARTOIS;Olivier;1336;DARTOIS Olivier
M;Président;ARONDEL;Jean;1337;ARONDEL Jean
MME;Directeur Général Pharmacien Responsable;LEFEBVRE BRUNEL;Anne Sylvie;1338;LEFEBVRE BRUNEL Anne Sylvie
M;Président;BATOU DOMINIQUE;Dominique;1338;BATOU DOMINIQUE Dominique
M;Président;MESLIN;Jean-Denis;1339;MESLIN Jean-Denis
M;Directeur général;VASSOYAN;Robert;1340;VASSOYAN Robert
M;Président;BARILLERE;Jean-Marie;1341;BARILLERE Jean-Marie
M;Directeur général;CHATILLON;David;1341;CHATILLON David
M;Country Manager France;BURROWS;Robert Paul;1342;BURROWS Robert Paul
M;Président;HOT;Bruno;1343;HOT Bruno
M;Secrétaire général;DEMOURES;Sylvain;1343;DEMOURES Sylvain
M;Président;LEZE;Jean Marc;1344;LEZE Jean Marc
M;Directeur;GOUTINES;Jean Paul;1344;GOUTINES Jean Paul
M;Directeur général;FERRARI;Fabio;1345;FERRARI Fabio
M;Président;BOBIER;Gérard;1346;BOBIER Gérard
MME;Secrétaire générale;GALLERENT;Sabine;1346;GALLERENT Sabine
M;président général;JACQUIER;Patrick;1347;JACQUIER Patrick
M;Secrétaire général;ANTOINE;Michel;1348;ANTOINE Michel
M;Président;BRACHET;Nicolas;1348;BRACHET Nicolas
M;Président, Directeur Général;RICARD;Alexandre;1349;RICARD Alexandre
M;Directeur;DE BRUYN;Franck;1350;DE BRUYN Franck
M;Président;ARMENGOL;Ricard;1351;ARMENGOL Ricard
MME;SECRETAIRE GENERALE ADJOINTE;VAN BENEDEN;Elise;1352;VAN BENEDEN Elise
M;VICE-PRESIDENT;ALT;Eric;1352;ALT Eric
M;TRESORIER ADJOINT;HEBERT;Christophe;1352;HEBERT Christophe
MME;TRESORIERE;STEPHANA;Graziella;1352;STEPHANA Graziella
M;COORDINATEUR DES GROUPES LOCAUX;MELMOUX;Didier;1352;MELMOUX Didier
MME;SECRETAIRE GENERALE;TALARCZYK;Edith;1352;TALARCZYK Edith
M;PRESIDENT;PICARD;Jean-Christophe;1352;PICARD Jean-Christophe
M;Président;PERILLAT;Damien;1353;PERILLAT Damien
MME;Directrice Générale;MULLER;Marie;1353;MULLER Marie
M;Gérant;MASSARDIER;François;1354;MASSARDIER François
M;Président;CAMPA-BROSSART;Charles;1355;CAMPA-BROSSART Charles
M;Président;WEBER;Dominique;1356;WEBER Dominique
MME;Déléguée Générale;DUFOUR;Cathy;1356;DUFOUR Cathy
M;Directeur Général;BLANQUEFORT;Philippe;1357;BLANQUEFORT Philippe
M;Président;CHAUVIN;Jean-Luc;1357;CHAUVIN Jean-Luc
M;Directeur général;SAUVAGE;Edouard;1358;SAUVAGE Edouard
M;Président Exécutif;BURGARD;Louis-Roch;1359;BURGARD Louis-Roch
MME;Directrice Générale Novartis Pharmaceuticals;JÄNICKE;Monika;1360;JÄNICKE Monika
M;Président Novartis Pharma SAS;COLLET;Frédéric;1360;COLLET Frédéric
MME;Président;CREAVEN;Eimear;1361;CREAVEN Eimear
M;PRÉSIDENT;SKARBEK;Frédéric;1362;SKARBEK Frédéric
M;DIRECTEUR GENERAL;TRUPIN;Didier;1363;TRUPIN Didier
M;Délégué général;LACAM;Jean Paul;1364;LACAM Jean Paul
M;Président;MIE;Pierre;1364;MIE Pierre
M;Vice-président;SOUAMI;Djamel;1364;SOUAMI Djamel
M;Président;JOUSSERAND;Rémi;1365;JOUSSERAND Rémi
M;Secrétaire Général;PALAIS;Bertrand;1365;PALAIS Bertrand
MME;Vice-présidente;BEAUBELIQUE;Laurence;1366;BEAUBELIQUE Laurence
MME;Secrétaire;ORIEZ;Marion;1366;ORIEZ Marion
M;Vice-président;BARIAUD;François;1366;BARIAUD François
MME;Trésorière;FOUILLAND;Martine;1366;FOUILLAND Martine
M;Trésorier adjoint;HIVERT;Hervé;1366;HIVERT Hervé
M;Secrétaire adjoint;ROULIERE;François;1366;ROULIERE François
M;Président;MASSY;Pierre;1366;MASSY Pierre
M;Directeur général;CLAUDON;Olivier;1366;CLAUDON Olivier
MME;Présidente;ROBERT;Pauline;1367;ROBERT Pauline
M;Président;LECLERCQ;Julien;1368;LECLERCQ Julien
M;Président Directeur General;DE LAUBIER;Tanguy;1369;DE LAUBIER Tanguy
M;Président;BOURY;Paul;1370;BOURY Paul
M;Directeur général;TALLON;Pascal;1370;TALLON Pascal
M;Président;LE FORESTIER;Eric;1371;LE FORESTIER Eric
M;Vice-Président;GENDRON;Vincent;1371;GENDRON Vincent
M;Président CPME Savoie;RICHIERO;Patrick;1372;RICHIERO Patrick
M;Président du Directoire;MIGNON;Laurent;1373;MIGNON Laurent
M;Président;CHAMPS;Xavier;1374;CHAMPS Xavier
M;Directeur associé;ZARADER;Robert;1375;ZARADER Robert
M;Président;PINEAU;Denis;1376;PINEAU Denis
M;Directeur;BEAUJEAN;Jean-François;1376;BEAUJEAN Jean-François
M;Président du CSN;HUMBERT;Jean François;1377;HUMBERT Jean François
M;Délégué Général;GREMY;Francois;1378;GREMY Francois
M;Vice-Président;AUDOUY;Alain;1378;AUDOUY Alain
M;Vice-Président / Trésorier;POMMERAUD;Jacques;1378;POMMERAUD Jacques
M;Vice-Président;SOHIER;Rémi;1378;SOHIER Rémi
MME;Présidente;DOMINJON;Sophie;1378;DOMINJON Sophie
M;Vice-Président;MONTJOTIN;Hervé;1378;MONTJOTIN Hervé
M;Vice-Président;SARFATI;Eric;1378;SARFATI Eric
MME;PRESIDENTE;GUILLET;Chantal;1379;GUILLET Chantal
M;Président;MILARD;Cyrille;1380;MILARD Cyrille
M;PRESIDENT DU CONSEIL D'ADMINISTRATION;CHARTON;Michel;1381;CHARTON Michel
