secteur_activite;representants_id
Défense, sécurité;1247
Education, enseignement supérieur, formation;1247
Travail, emploi, solidarité;1247
Professions réglementées;1247
Numérique;1248
Concurrence, consommation;1249
Economie;1249
Fiscalité, finances publiques;1249
Gouvernance d’entreprise;1249
Environnement;1249
Agriculture, alimentation, pêche;1250
Economie;1251
Logement, aménagement du territoire, urbanisme;1251
Numérique;1251
Communications électroniques;1251
Transports, logistique;1251
Economie;1252
Energie;1252
Environnement;1252
Logement, aménagement du territoire, urbanisme;1252
Santé, sécurité sociale;1252
Economie;1253
Fiscalité, finances publiques;1253
Environnement;1253
Logement, aménagement du territoire, urbanisme;1253
Pouvoirs publics, institutions, fonction publique;1253
Commerce extérieur;1254
Concurrence, consommation;1254
Recherche, innovation;1254
Environnement;1254
Pouvoirs publics, institutions, fonction publique;1254
Arts, patrimoine culturel;1255
Concurrence, consommation;1255
Economie;1255
Education, enseignement supérieur, formation;1255
Travail, emploi, solidarité;1255
Energie;1255
Fiscalité, finances publiques;1255
Environnement;1255
Logement, aménagement du territoire, urbanisme;1255
Agriculture, alimentation, pêche;1256
Economie;1257
Energie;1257
Recherche, innovation;1257
Fiscalité, finances publiques;1257
Environnement;1257
Education, enseignement supérieur, formation;1258
Travail, emploi, solidarité;1258
Banques, assurances, secteur financier;1259
Commerce extérieur;1260
Travail, emploi, solidarité;1260
Energie;1260
Environnement;1260
Pouvoirs publics, institutions, fonction publique;1260
Santé, sécurité sociale;1260
Questions de société;1260
Affaires étrangères, coopération internationale;1261
Recherche, innovation;1261
Défense, sécurité;1262
Recherche, innovation;1263
Numérique;1263
Propriété intellectuelle;1263
Affaires étrangères, coopération internationale;1264
Agriculture, alimentation, pêche;1264
Concurrence, consommation;1264
Energie;1264
Recherche, innovation;1264
Concurrence, consommation;1265
Environnement;1265
Logement, aménagement du territoire, urbanisme;1265
Santé, sécurité sociale;1265
Concurrence, consommation;1266
Transports, logistique;1266
Banques, assurances, secteur financier;1267
Economie;1267
Fiscalité, finances publiques;1267
Professions réglementées;1267
Agriculture, alimentation, pêche;1268
Commerce extérieur;1268
Concurrence, consommation;1268
Economie;1268
Environnement;1268
Concurrence, consommation;1269
Economie;1269
Fiscalité, finances publiques;1269
Environnement;1269
Economie;1270
Education, enseignement supérieur, formation;1270
Travail, emploi, solidarité;1270
Fiscalité, finances publiques;1270
Santé, sécurité sociale;1270
Concurrence, consommation;1271
Economie;1271
Fiscalité, finances publiques;1271
Professions réglementées;1271
Santé, sécurité sociale;1271
Affaires étrangères, coopération internationale;1272
Défense, sécurité;1272
Economie;1272
Fiscalité, finances publiques;1272
Gouvernance d’entreprise;1272
Energie;1273
Environnement;1273
Logement, aménagement du territoire, urbanisme;1273
Logement, aménagement du territoire, urbanisme;1274
Agriculture, alimentation, pêche;1275
Affaires étrangères, coopération internationale;1276
Commerce extérieur;1276
Concurrence, consommation;1276
Défense, sécurité;1276
Economie;1276
Travail, emploi, solidarité;1276
Energie;1276
Fiscalité, finances publiques;1276
Environnement;1276
Logement, aménagement du territoire, urbanisme;1276
Pouvoirs publics, institutions, fonction publique;1276
Propriété intellectuelle;1276
Santé, sécurité sociale;1276
Communications électroniques;1276
Transports, logistique;1276
Santé, sécurité sociale;1277
Commerce extérieur;1278
Santé, sécurité sociale;1278
Arts, patrimoine culturel;1279
Concurrence, consommation;1279
Défense, sécurité;1279
Economie;1279
Education, enseignement supérieur, formation;1279
Travail, emploi, solidarité;1279
Fiscalité, finances publiques;1279
Environnement;1279
Médias, industries culturelles;1279
Sports, loisirs, tourisme;1279
Agriculture, alimentation, pêche;1280
Transports, logistique;1280
Travail, emploi, solidarité;1281
Pouvoirs publics, institutions, fonction publique;1281
Professions réglementées;1281
Propriété intellectuelle;1281
Santé, sécurité sociale;1281
Agriculture, alimentation, pêche;1282
Agriculture, alimentation, pêche;1283
Economie;1283
Travail, emploi, solidarité;1283
Fiscalité, finances publiques;1283
Environnement;1283
Economie;1284
Education, enseignement supérieur, formation;1284
Recherche, innovation;1284
Sports, loisirs, tourisme;1284
Transports, logistique;1284
Agriculture, alimentation, pêche;1285
Travail, emploi, solidarité;1285
Energie;1285
Santé, sécurité sociale;1285
Sports, loisirs, tourisme;1285
Economie;1286
Education, enseignement supérieur, formation;1286
Travail, emploi, solidarité;1286
Environnement;1286
Pouvoirs publics, institutions, fonction publique;1286
Professions réglementées;1287
Concurrence, consommation;1288
Logement, aménagement du territoire, urbanisme;1288
Numérique;1288
Santé, sécurité sociale;1288
Questions de société;1288
Concurrence, consommation;1289
Fiscalité, finances publiques;1289
Professions réglementées;1289
Propriété intellectuelle;1289
Santé, sécurité sociale;1289
Agriculture, alimentation, pêche;1290
Economie;1290
Energie;1290
Environnement;1290
Banques, assurances, secteur financier;1291
Numérique;1291
Communications électroniques;1291
Energie;1292
Agriculture, alimentation, pêche;1293
Concurrence, consommation;1293
Environnement;1293
Santé, sécurité sociale;1293
Concurrence, consommation;1294
Fiscalité, finances publiques;1294
Santé, sécurité sociale;1294
Agriculture, alimentation, pêche;1295
Commerce extérieur;1295
Economie;1295
Recherche, innovation;1295
Environnement;1295
Propriété intellectuelle;1295
Défense, sécurité;1296
Recherche, innovation;1296
Communications électroniques;1296
Commerce extérieur;1297
Economie;1297
Education, enseignement supérieur, formation;1297
Environnement;1297
Numérique;1297
Concurrence, consommation;1298
Economie;1298
Education, enseignement supérieur, formation;1298
Travail, emploi, solidarité;1298
Fiscalité, finances publiques;1298
Défense, sécurité;1299
Pouvoirs publics, institutions, fonction publique;1299
Banques, assurances, secteur financier;1300
Economie;1300
Travail, emploi, solidarité;1300
Outre-mer;1300
Transports, logistique;1301
Banques, assurances, secteur financier;1302
Numérique;1302
Economie;1303
Travail, emploi, solidarité;1303
Fiscalité, finances publiques;1303
Numérique;1303
Sports, loisirs, tourisme;1303
Agriculture, alimentation, pêche;1304
Agriculture, alimentation, pêche;1305
Commerce extérieur;1305
Concurrence, consommation;1305
Défense, sécurité;1305
Economie;1305
Education, enseignement supérieur, formation;1305
Travail, emploi, solidarité;1305
Energie;1305
Recherche, innovation;1305
Fiscalité, finances publiques;1305
Environnement;1305
Logement, aménagement du territoire, urbanisme;1305
Numérique;1305
Pouvoirs publics, institutions, fonction publique;1305
Professions réglementées;1305
Santé, sécurité sociale;1305
Questions de société;1305
Sports, loisirs, tourisme;1305
Transports, logistique;1305
Banques, assurances, secteur financier;1306
Travail, emploi, solidarité;1306
Santé, sécurité sociale;1306
Education, enseignement supérieur, formation;1307
Travail, emploi, solidarité;1307
Santé, sécurité sociale;1307
Questions de société;1307
Sports, loisirs, tourisme;1307
Banques, assurances, secteur financier;1308
Economie;1308
Professions réglementées;1308
Concurrence, consommation;1309
Economie;1309
Education, enseignement supérieur, formation;1309
Travail, emploi, solidarité;1309
Fiscalité, finances publiques;1309
Médias, industries culturelles;1309
Pouvoirs publics, institutions, fonction publique;1309
Agriculture, alimentation, pêche;1310
Commerce extérieur;1310
Recherche, innovation;1311
Santé, sécurité sociale;1311
Agriculture, alimentation, pêche;1312
Concurrence, consommation;1313
Fiscalité, finances publiques;1313
Propriété intellectuelle;1313
Santé, sécurité sociale;1313
Concurrence, consommation;1314
Economie;1314
Gouvernance d’entreprise;1314
Pouvoirs publics, institutions, fonction publique;1314
Transports, logistique;1314
Concurrence, consommation;1315
Recherche, innovation;1315
Santé, sécurité sociale;1315
Concurrence, consommation;1316
Travail, emploi, solidarité;1316
Fiscalité, finances publiques;1316
Sports, loisirs, tourisme;1316
Agriculture, alimentation, pêche;1317
Concurrence, consommation;1317
Travail, emploi, solidarité;1317
Environnement;1317
Energie;1318
Environnement;1318
Agriculture, alimentation, pêche;1319
Concurrence, consommation;1319
Economie;1319
Environnement;1319
Sports, loisirs, tourisme;1319
Economie;1320
Travail, emploi, solidarité;1320
Energie;1320
Environnement;1320
Numérique;1320
Médias, industries culturelles;1321
Numérique;1321
Propriété intellectuelle;1321
Logement, aménagement du territoire, urbanisme;1322
Economie;1323
Travail, emploi, solidarité;1323
Fiscalité, finances publiques;1323
Logement, aménagement du territoire, urbanisme;1323
Professions réglementées;1323
Economie;1324
Travail, emploi, solidarité;1324
Gouvernance d’entreprise;1324
Logement, aménagement du territoire, urbanisme;1324
Environnement;1325
Numérique;1325
Transports, logistique;1325
Agriculture, alimentation, pêche;1326
Pouvoirs publics, institutions, fonction publique;1326
Economie;1327
Travail, emploi, solidarité;1327
Fiscalité, finances publiques;1327
Santé, sécurité sociale;1327
Questions de société;1327
Médias, industries culturelles;1328
Numérique;1328
Economie;1329
Energie;1329
Environnement;1329
Transports, logistique;1329
Banques, assurances, secteur financier;1330
Economie;1331
Environnement;1331
Numérique;1331
Transports, logistique;1331
Energie;1332
Environnement;1332
Environnement;1333
Logement, aménagement du territoire, urbanisme;1333
Médias, industries culturelles;1333
Communications électroniques;1333
Sports, loisirs, tourisme;1334
Travail, emploi, solidarité;1335
Energie;1335
Fiscalité, finances publiques;1335
Environnement;1335
Transports, logistique;1335
Logement, aménagement du territoire, urbanisme;1336
Banques, assurances, secteur financier;1337
Gouvernance d’entreprise;1337
Recherche, innovation;1338
Santé, sécurité sociale;1338
Economie;1339
Education, enseignement supérieur, formation;1339
Travail, emploi, solidarité;1339
Fiscalité, finances publiques;1339
Logement, aménagement du territoire, urbanisme;1339
Education, enseignement supérieur, formation;1340
Recherche, innovation;1340
Numérique;1340
Propriété intellectuelle;1340
Communications électroniques;1340
Agriculture, alimentation, pêche;1341
Concurrence, consommation;1341
Economie;1341
Travail, emploi, solidarité;1341
Fiscalité, finances publiques;1341
Commerce extérieur;1342
Défense, sécurité;1342
Environnement;1342
Pouvoirs publics, institutions, fonction publique;1342
Transports, logistique;1342
Agriculture, alimentation, pêche;1343
Commerce extérieur;1343
Energie;1343
Environnement;1343
Transports, logistique;1343
Agriculture, alimentation, pêche;1344
Transports, logistique;1345
Economie;1346
Education, enseignement supérieur, formation;1346
Travail, emploi, solidarité;1346
Fiscalité, finances publiques;1346
Logement, aménagement du territoire, urbanisme;1346
Concurrence, consommation;1347
Education, enseignement supérieur, formation;1347
Travail, emploi, solidarité;1347
Pouvoirs publics, institutions, fonction publique;1347
Sports, loisirs, tourisme;1347
Economie;1348
Travail, emploi, solidarité;1348
Fiscalité, finances publiques;1348
Logement, aménagement du territoire, urbanisme;1348
Affaires étrangères, coopération internationale;1349
Agriculture, alimentation, pêche;1349
Commerce extérieur;1349
Concurrence, consommation;1349
Economie;1349
Travail, emploi, solidarité;1349
Fiscalité, finances publiques;1349
Gouvernance d’entreprise;1349
Environnement;1349
Propriété intellectuelle;1349
Santé, sécurité sociale;1349
Sports, loisirs, tourisme;1349
Energie;1350
Logement, aménagement du territoire, urbanisme;1350
